11067,ÁLVARO OBREGÓN,GUADALUPE INN,1
11069,ÁLVARO OBREGÓN,FLORIDA,1
11078,ÁLVARO OBREGÓN,PROGRESO TIZAPAN,1
11080,ÁLVARO OBREGÓN,PROGRESO,1
11082,ÁLVARO OBREGÓN,LORETO Y CAMPAMENTO,2
11085,ÁLVARO OBREGÓN,LA OTRA BANDA,2
11089,ÁLVARO OBREGÓN,LOMAS DE SANTO DOMINGO,1
11091,ÁLVARO OBREGÓN,LA CONCHITA,1
11100,ÁLVARO OBREGÓN,LAS PALMAS,1
11101,ÁLVARO OBREGÓN,LIBERALES DE 1857,1
11104,ÁLVARO OBREGÓN,COVE,2
11109,ÁLVARO OBREGÓN,ACUEDUCTO,2
11118,ÁLVARO OBREGÓN,BELLAVISTA,2
11119,ÁLVARO OBREGÓN,CENTRAL CAMIONERA PONIENTE,2
11122,ÁLVARO OBREGÓN,AMPL BOSQUES 2DA SECC,1
11131,ÁLVARO OBREGÓN,SAN PEDRO DE LOS PINOS,1
11132,ÁLVARO OBREGÓN,8 DE AGOSTO,3
11137,ÁLVARO OBREGÓN,UNIDAD HAB BELEN,1
11150,ÁLVARO OBREGÓN,ZENON DELGADO,1
11157,ÁLVARO OBREGÓN,TLAPECHICO,2
11170,ÁLVARO OBREGÓN,LA MEXICANA,1
11175,ÁLVARO OBREGÓN,AMPL LA MEXICANA,3
11176,ÁLVARO OBREGÓN,CALZADA DE JALALPA,1
11179,ÁLVARO OBREGÓN,LA CAÑADA 1RA SECC,1
11185,ÁLVARO OBREGÓN,LOMAS DE CAPULA,2
11186,ÁLVARO OBREGÓN,AMPL LAS GOLONDRINAS,1
11188,ÁLVARO OBREGÓN,ALVARO OBREGON DESARROLLO URBANO,2
11190,ÁLVARO OBREGÓN,LOMAS DE BECERRA GRANADA,1
11194,ÁLVARO OBREGÓN,LA JOYA,1
11202,ÁLVARO OBREGÓN,JALAPA TEPITO 2A AMPLIACION,1
11209,ÁLVARO OBREGÓN,AMPL PRESIDENTES,1
11220,ÁLVARO OBREGÓN,OLIVAR DEL CONDE 1RA SECC,3
11223,ÁLVARO OBREGÓN,OLIVAR DEL CONDE 2DA SECC,1
11224,ÁLVARO OBREGÓN,OLIVAR DEL CONDE 3RA SECC,1
11225,ÁLVARO OBREGÓN,BARRIO NORTE,2
11227,ÁLVARO OBREGÓN,MINAS DE CRISTO,1
11230,ÁLVARO OBREGÓN,COLINAS DEL SUR,1
11235,ÁLVARO OBREGÓN,BATALLON DE SAN PATRICIO,1
11236,ÁLVARO OBREGÓN,ALFONSO XIII,2
11238,ÁLVARO OBREGÓN,MOLINO DE ROSAS,2
11239,ÁLVARO OBREGÓN,LOMAS DE PLATEROS,1
11242,ÁLVARO OBREGÓN,SANTA LUCIA,1
11245,ÁLVARO OBREGÓN,ARTURO GAMIZ,1
11259,ÁLVARO OBREGÓN,CORPUS CHRISTI,2
11262,ÁLVARO OBREGÓN,CORPUS CHRISTI 2DO REACOMODO,1
11263,ÁLVARO OBREGÓN,ACUILOTLA,1
11292,ÁLVARO OBREGÓN,SOCIEDAD COOPERATIVA PODER POPULAR,1
11295,ÁLVARO OBREGÓN,FRACCIONAMIENTO EX HDA TARANGO,1
11298,ÁLVARO OBREGÓN,MINA LOS COYOTES,6
11312,ÁLVARO OBREGÓN,TLACUITLAPA AMPLIACION 2DO REACOMODO,1
11324,ÁLVARO OBREGÓN,PILARES AGUILAS,1
11332,ÁLVARO OBREGÓN,SAN CLEMENTE SUR,1
11334,ÁLVARO OBREGÓN,SAN CLEMENTE NORTE,2
11336,ÁLVARO OBREGÓN,LAS AGUILAS AMPLIACION 2O. PARQUE,2
11351,ÁLVARO OBREGÓN,MIGUEL HIDALGO,1
11353,ÁLVARO OBREGÓN,SAN MATEO TLALTENANGO,1
11356,ÁLVARO OBREGÓN,RANCHO SAN FRANCISCO,1
11361,ÁLVARO OBREGÓN,TORRES DE POTRERO,1
11364,ÁLVARO OBREGÓN,PARAJE DEL CABALLITO,1
11368,ÁLVARO OBREGÓN,LOMAS DE LA HERA,2
11371,ÁLVARO OBREGÓN,JARDINES DEL PEDREGAL,1
11381,AZCAPOTZALCO,SANTA MARIA MANINALCO,1
11384,AZCAPOTZALCO,SINDICATO MEXICANO DE ELECTRICISTAS,1
11386,AZCAPOTZALCO,EL RECREO,1
11388,AZCAPOTZALCO,CLAVERIA,1
11394,AZCAPOTZALCO,INFONAVIT EL ROSARIO,5
11398,AZCAPOTZALCO,UNIDAD HAB MANUEL RIVERA ANAYA,1
11410,AZCAPOTZALCO,SANTA INES,1
11412,AZCAPOTZALCO,SANTO DOMINGO,1
11414,AZCAPOTZALCO,VILLA AZCAPOTZALCO,3
11415,AZCAPOTZALCO,REYNOSA TAMAULIPAS,2
11416,AZCAPOTZALCO,SANTA BARBARA,1
11418,AZCAPOTZALCO,SAN ANDRES,3
11420,AZCAPOTZALCO,INDUSTRIAL VALLEJO,2
11421,AZCAPOTZALCO,FERRERIA,1
11424,AZCAPOTZALCO,SANTA CRUZ DE LAS SALINAS,1
11427,AZCAPOTZALCO,SAN JUAN TLIHUACA,2
11435,AZCAPOTZALCO,LA PROVIDENCIA,1
11437,AZCAPOTZALCO,UNIDAD HAB MIGUEL HIDALGO,1
11438,AZCAPOTZALCO,TEZOZOMOC,1
11441,AZCAPOTZALCO,PETROLERA,2
11449,AZCAPOTZALCO,AMPL PRO HOGAR,3
11450,AZCAPOTZALCO,PRO HOGAR,1
11451,AZCAPOTZALCO,COLTONGO,1
11453,AZCAPOTZALCO,TRABAJADORES DEL HIERRO,2
11454,AZCAPOTZALCO,EUZKADI,1
11455,AZCAPOTZALCO,COSMOPOLITA,1
11457,AZCAPOTZALCO,SAN MIGUEL AMANTLA,3
11461,AZCAPOTZALCO,AMPL SAN PEDRO XALPA,1
11463,AZCAPOTZALCO,NUEVA AMPL PETROLERA SECC 35,2
11467,AZCAPOTZALCO,SANTIAGO AHUIZOTLA,1
11474,AZCAPOTZALCO,VICTORIA DE LAS DEMOCRACIAS,1
11476,AZCAPOTZALCO,IGNACIO ALLENDE,1
11477,AZCAPOTZALCO,SAN BERNABE,1
11478,AZCAPOTZALCO,OBRERO POPULAR,2
11482,AZCAPOTZALCO,AGUILERA,2
11490,AZCAPOTZALCO,EL ARENAL,2
11492,AZCAPOTZALCO,LA RAZA,2
11495,BENITO JUÁREZ,NARVARTE PONIENTE,3
11496,BENITO JUÁREZ,NARVARTE ORIENTE,3
11498,BENITO JUÁREZ,DEL VALLE CENTRO,2
11500,BENITO JUÁREZ,DEL VALLE,5
11501,BENITO JUÁREZ,DEL VALLE SUR,1
11506,BENITO JUÁREZ,PORTALES SUR,2
11507,BENITO JUÁREZ,PORTALES NORTE,4
11511,BENITO JUÁREZ,XOCO,1
11512,BENITO JUÁREZ,GRAL PEDRO MARIA ANAYA,4
11513,BENITO JUÁREZ,ALAMOS,1
11516,BENITO JUÁREZ,JOSEFA ORTIZ DE DOMINGUEZ,1
11517,BENITO JUÁREZ,NIÑOS HEROES DE CHAPULTEPEC,2
11518,BENITO JUÁREZ,NATIVITAS,1
11519,BENITO JUÁREZ,MODERNA,1
11523,BENITO JUÁREZ,ZACAHUITZCO,1
11524,BENITO JUÁREZ,ALBERT,1
11525,BENITO JUÁREZ,PORTALES ORIENTE,1
11526,BENITO JUÁREZ,MIRAVALLE,1
11529,BENITO JUÁREZ,AMERICAS UNIDAS,1
11534,BENITO JUÁREZ,SAN SIMON TICUMAC,1
11535,BENITO JUÁREZ,NONOALCO,2
11538,BENITO JUÁREZ,SAN JUAN,1
11539,BENITO JUÁREZ,EXTREMADURA INSURGENTES,2
11540,BENITO JUÁREZ,SAN PEDRO DE LOS PINOS,1
11545,BENITO JUÁREZ,SAN JOSE INSURGENTES,4
11546,BENITO JUÁREZ,MIXCOAC,3
11559,COYOACÁN,DEL CARMEN,6
11567,COYOACÁN,CAMPESTRE CHURUBUSCO,2
11574,COYOACÁN,MAGDALENA CULHUACAN,1
11575,COYOACÁN,SAN FRANCISCO CULHUACAN,5
11579,COYOACÁN,AJUSCO,1
11586,COYOACÁN,OXTOPULCO UNIVERSIDAD,1
11603,COYOACÁN,PACIFICO 350,1
11605,COYOACÁN,PUEBLO DE LOS REYES,1
11626,COYOACÁN,CIUDAD UNIVERSITARIA,1
11629,COYOACÁN,PEDREGAL DE SANTO DOMINGO,1
11630,COYOACÁN,SANTO DOMINGO,1
11639,COYOACÁN,NUEVA DIAZ ORDAZ,1
11641,COYOACÁN,DIAZ ORDAZ,1
11647,COYOACÁN,EL CENTINELA,1
11648,COYOACÁN,AVANTE,2
11649,COYOACÁN,AMPL SAN FRANCISCO CULHUACAN,1
11657,COYOACÁN,UNIDAD HAB SAN FRANCISCO CULHUACAN,1
11668,COYOACÁN,PEDREGAL SANTA URSULA,3
11670,COYOACÁN,SAN PABLO TEPETLAPA,1
11680,COYOACÁN,EJIDO SANTA URSULA COAPA,1
11690,COYOACÁN,CONJUNTO HAB PEDREGAL DE CARRASCO,1
11691,COYOACÁN,OLIMPICA,1
11701,COYOACÁN,CONJ HAB ALIANZA POP REVOLUCIONARIA04800,1
11709,COYOACÁN,ESPARTACO,1
11722,COYOACÁN,LOS GIRASOLES III,1
11728,COYOACÁN,SANTA CECILIA,1
11736,CUAJIMALPA DE MORELOS,LA MANZANITA,1
11737,CUAJIMALPA DE MORELOS,CUAJIMALPA,2
11740,CUAJIMALPA DE MORELOS,LOMAS DEL PADRE,1
11742,CUAJIMALPA DE MORELOS,AHUATENCO,1
11751,CUAJIMALPA DE MORELOS,LA NAVIDAD,1
11753,CUAJIMALPA DE MORELOS,BOSQUES DE LAS LOMAS,1
11783,CUAJIMALPA DE MORELOS,LOMAS EL OCOTE,1
11787,CUAJIMALPA DE MORELOS,EL CONTADERO,1
11790,CUAJIMALPA DE MORELOS,SAN MATEO TLALTENANGO,1
11794,CUAJIMALPA DE MORELOS,DESIERTO DE LOS LEONES,2
11800,CUAUHTÉMOC,CENTRO,30
11801,CUAUHTÉMOC,TABACALERA,6
11802,CUAUHTÉMOC,HIPODROMO,3
11803,CUAUHTÉMOC,CONDESA,1
11804,CUAUHTÉMOC,HIPODROMO DE LA CONDESA,3
11805,CUAUHTÉMOC,MORELOS,25
11806,CUAUHTÉMOC,PERALVILLO,7
11807,CUAUHTÉMOC,VALLE GOMEZ,3
11808,CUAUHTÉMOC,EX HIPODROMO DE PERALVILLO,3
11809,CUAUHTÉMOC,MAZA,1
11811,CUAUHTÉMOC,GUERRERO,17
11812,CUAUHTÉMOC,BUENAVISTA,7
11813,CUAUHTÉMOC,SANTA MARIA LA RIBERA,5
11814,CUAUHTÉMOC,SANTA MARIA INSURGENTES,6
11815,CUAUHTÉMOC,ATLAMPA,4
11816,CUAUHTÉMOC,SAN RAFAEL,1
11817,CUAUHTÉMOC,CUAUHTEMOC,5
11818,CUAUHTÉMOC,JUAREZ,2
11819,CUAUHTÉMOC,ROMA NORTE,16
11820,CUAUHTÉMOC,DOCTORES,38
11821,CUAUHTÉMOC,CENTRO URBANO BENITO JUAREZ,1
11822,CUAUHTÉMOC,ROMA SUR,8
11823,CUAUHTÉMOC,BUENOS AIRES,1
11824,CUAUHTÉMOC,OBRERA,10
11826,CUAUHTÉMOC,ESPERANZA,3
11830,CUAUHTÉMOC,ALGARIN,3
11831,CUAUHTÉMOC,AMPL ASTURIAS,5
11832,CUAUHTÉMOC,UNIDAD HAB NONOALCO TLATELOLCO,5
11833,CUAUHTÉMOC,SAN SIMON TOLNAHUAC,2
11834,GUSTAVO A MADERO,ARAGON,1
11835,GUSTAVO A MADERO,SANTA ISABEL TOLA,2
11839,GUSTAVO A MADERO,TEPEYAC INSURGENTES,4
11840,GUSTAVO A MADERO,ATZACOALCO,2
11841,GUSTAVO A MADERO,GUSTAVO A MADERO,1
11842,GUSTAVO A MADERO,15 DE AGOSTO,1
11843,GUSTAVO A MADERO,ESTANZUELA,1
11844,GUSTAVO A MADERO,TRIUNFO DE LA REPUBLICA,1
11845,GUSTAVO A MADERO,MARTIN CARRERA,1
11848,GUSTAVO A MADERO,LA DINAMITA,1
11849,GUSTAVO A MADERO,GABRIEL HERNANDEZ,2
11850,GUSTAVO A MADERO,AMPL GABRIEL HERNANDEZ,5
11853,GUSTAVO A MADERO,EL RISCO CTM,1
11854,GUSTAVO A MADERO,SAN MIGUEL CUAUTEPEC EL ALTO,2
11855,GUSTAVO A MADERO,BO CUAUTEPEC EL ALTO,2
11856,GUSTAVO A MADERO,CUATEPEC EL BAJO,2
11859,GUSTAVO A MADERO,AMPL MALACATES,1
11868,GUSTAVO A MADERO,AMPL ARBOLEDAS DE CUAUTEPEC EL ALTO,1
11872,GUSTAVO A MADERO,LA CASILDA,2
11879,GUSTAVO A MADERO,PALMATITLA,1
11880,GUSTAVO A MADERO,COCOYOTES,1
11881,GUSTAVO A MADERO,GRAL FELIPE BERRIOZABAL,3
11884,GUSTAVO A MADERO,TLALPEXCO,3
11894,GUSTAVO A MADERO,GUADALUPE VICTORIA CUAUTEPEC,1
11895,GUSTAVO A MADERO,CHALMA DE GUADALUPE,10
11897,GUSTAVO A MADERO,CASTILLO GRANDE,1
11899,GUSTAVO A MADERO,ZONA ESCOLAR,7
11904,GUSTAVO A MADERO,EL ARBOLILLO 2,1
11909,GUSTAVO A MADERO,SOLIDARIDAD NACIONAL,1
11915,GUSTAVO A MADERO,EL ARBOLILLO CTM,1
11918,GUSTAVO A MADERO,ZONA RES ACUEDUCTO DE GUADALUPE,1
11922,GUSTAVO A MADERO,JORGE NEGRETE,2
11923,GUSTAVO A MADERO,LA PASTORA,4
11924,GUSTAVO A MADERO,LINDAVISTA,3
11926,GUSTAVO A MADERO,LA CANDELARIA TICOMAN,8
11927,GUSTAVO A MADERO,INFONAVIT,1
11929,GUSTAVO A MADERO,LA ESCALERA,11
11939,GUSTAVO A MADERO,SANTA MARIA TICOMAN,2
11947,GUSTAVO A MADERO,GUADALUPE TICOMAN,1
11948,GUSTAVO A MADERO,SAN JUAN TICOMAN,3
11950,GUSTAVO A MADERO,SAN PEDRO ZACATENCO,1
11956,GUSTAVO A MADERO,MAXIMINO AVILA CAMACHO,1
11958,GUSTAVO A MADERO,SALVADOR DIAZ MIRON,1
11959,GUSTAVO A MADERO,JUAN GONZALEZ ROMERO,2
11962,GUSTAVO A MADERO,NUEVA ATZACOALCO,5
11964,GUSTAVO A MADERO,DEL OBRERO,2
11974,GUSTAVO A MADERO,GRANJAS MODERNAS,19
11981,GUSTAVO A MADERO,LA PRADERA 1RA SECC,1
11983,GUSTAVO A MADERO,SAN FELIPE DE JESUS,8
11984,GUSTAVO A MADERO,25 DE JULIO,1
11985,GUSTAVO A MADERO,CAMPESTRE ARAGON,1
11994,GUSTAVO A MADERO,PROVIDENCIA,2
