Departamento en Venta Medellin 210 Roma Norte Cuauhtémoc Distrito Federal cdmx,19.419525600000004,-99.162549,"Roma Norte, Cuauhtémoc, Distrito Federal (CDMX), Distrito Federal (CDMX)",56,1,1410000,11
Departamento en Venta Rio Lerma 300 Cuauhtemoc Cuauhtémoc Cuauhtémoc Distrito Federal cdmx,19.425758,-99.17433249999999,"Cuauhtémoc, Cuauhtémoc, Distrito Federal (CDMX), Distrito Federal (CDMX)",113,1,2260000,11
Departamento en Venta Rio Lerma 300 Cuauhtemoc Cuauhtémoc Cuauhtémoc Distrito Federal cdmx,19.425758,-99.17433249999999,"Cuauhtémoc, Cuauhtémoc, Distrito Federal (CDMX), Distrito Federal (CDMX)",113,1,2260000,11
Departamento en Venta Morelos 68 Progreso Tizapan Álvaro Obregón Distrito Federal cdmx,19.3348115,-99.2044432,"Progreso Tizapan, Álvaro Obregón, Distrito Federal (CDMX), Distrito Federal (CDMX)",86,1,1260000,11
Departamento en Venta General León 18 Dep 109 San Miguel Chapultepec Miguel Hidalgo Distrito Federal cdmx,19.4092984,-99.1878286,"San Miguel Chapultepec, Miguel Hidalgo, Distrito Federal (CDMX), Distrito Federal (CDMX)",178,1,2910000,11
Departamento en Venta Av Hidalgo 273 La Viga Iztacalco,19.3723162,-99.1215775,"La Viga, Iztacalco, Distrito Federal (CDMX)",153,1,991000,11
Departamento en Venta Av Revolución 624 Col San Pedro De Los Pinos San Pedro De Los Pinos Benito Juárez Distrito Federal cdmx,19.3880449,-99.18575199999998,"San Pedro de los Pinos, Benito Juárez, Distrito Federal (CDMX), Distrito Federal (CDMX)",75,1,1458000,11
Departamento en Venta Miguel Cabrera 14 Mixcoac Benito Juárez Distrito Federal cdmx,19.3723335,-99.1905974,"Mixcoac, Benito Juárez, Distrito Federal (CDMX), Distrito Federal (CDMX)",87,1,1610000,11
Departamento en Venta Ogazón 10 Col Guerrero C p 06300 Cdmx Guerrero Cuauhtémoc Distrito Federal cdmx,19.4431779,-99.1442316,"Guerrero, Cuauhtémoc, Distrito Federal (CDMX), Distrito Federal (CDMX)",133,1,1070100,11
Departamento en Venta Lago Chapala 26 Colonia Anahuac I Sección Miguel Hidalgo Distrito Federal cdmx,19.4413563,-99.18021469999996,"Colonia Anahuac I Sección, Miguel Hidalgo, Distrito Federal (CDMX), Distrito Federal (CDMX)",76,1,1000000,11
Departamento en Venta Desierto De Los Leones Álvaro Obregón Distrito Federal cdmx Distrito Federal cdmx,19.3605334,-99.22670670000002,"Álvaro Obregón, Distrito Federal (CDMX), Distrito Federal (CDMX)",149,1,1910000,11
Departamento en Venta Lago Caneguin 182 Argentina Antigua Miguel Hidalgo Distrito Federal cdmx,19.4561747,-99.2032516,"Argentina Antigua, Miguel Hidalgo, Distrito Federal (CDMX), Distrito Federal (CDMX)",86,1,1000000,11
Departamento en Venta Siracusa 240 Lomas Estrella Iztapalapa,19.3165254,-99.09143940000001,"Lomas Estrella, Iztapalapa, Distrito Federal (CDMX)",83,1,560000,11
Departamento en Venta Romero De Terreros 505 Ph 4 Col Del Valle C p 03103 Del Valle Benito Juárez Distrito Federal cdmx,19.3817299,-99.1649891,"Del Valle, Benito Juárez, Distrito Federal (CDMX), Distrito Federal (CDMX)",21,1,4390000,11
Departamento en Venta Paseo De Los Fresnos 93 Paseos De Taxqueña Coyoacán Distrito Federal cdmx,19.3439785,-99.12486280000002,"Paseos de Taxqueña, Coyoacán, Distrito Federal (CDMX), Distrito Federal (CDMX)",87,1,2190000,11
Departamento en Venta Maximo Rojas 2 Plutarco Elías Calles Miguel Hidalgo Distrito Federal cdmx,19.4549092,-99.17033070000002,"Plutarco Elías Calles, Miguel Hidalgo, Distrito Federal (CDMX), Distrito Federal (CDMX)",54,1,560000,11
Departamento en Venta Bahia De Perula Colonia Anzures Miguel Hidalgo Distrito Federal cdmx,19.4326577,-99.17744619999996,"Colonia Anzures, Miguel Hidalgo, Distrito Federal (CDMX), Distrito Federal (CDMX)",95,1,3000000,11
Departamento en Venta Avenida Henry Ford 351 Gustavo A Madero Distrito Federal cdmx,19.4662379,-99.1084775,"Gustavo A. Madero, Distrito Federal (CDMX)",98,1,1450000,11
Departamento en Venta Calz Del Hueso 713 Granjas Coapa Tlalpan Granjas Coapa Tlalpan Distrito Federal cdmx,19.2991585,-99.1102775,"Granjas Coapa, Tlalpan, Distrito Federal (CDMX), Distrito Federal (CDMX)",78,1,1620000,11
Departamento en Venta Redencion 132 Jardines Del Sur Xochimilco Distrito Federal cdmx,19.258965300000003,-99.1165633,"Jardines del Sur, Xochimilco, Distrito Federal (CDMX), Distrito Federal (CDMX)",80,1,700000,11
Departamento en Venta Dr Andrade 191 Doctores Colonia Doctores Cuauhtémoc Distrito Federal cdmx,19.4230482,-99.1450228,"Colonia Doctores, Cuauhtémoc, Distrito Federal (CDMX), Distrito Federal (CDMX)",58,1,930000,11
Departamento en Venta Morelos 68 Progreso Tizapan Álvaro Obregón Distrito Federal cdmx,19.3345598,-99.20786269999996,"Progreso Tizapan, Álvaro Obregón, Distrito Federal (CDMX), Distrito Federal (CDMX)",86,1,1260000,11
Departamento en Venta Tiburcio Sanchez De La Banquera 110 Merced Gómez Benito Juárez Distrito Federal cdmx,19.365389800000006,-99.1895591,"Merced Gómez, Benito Juárez, Distrito Federal (CDMX), Distrito Federal (CDMX)",106,1,2210000,11
Departamento en Venta Calle 2 225 Granjas De San Antonio Iztapalapa,19.3576079,-99.10799179999998,"Granjas de San Antonio, Iztapalapa, Distrito Federal (CDMX)",108,1,1072500,11
Departamento en Venta Tultepec 48 San Andrés Tetepilco Iztapalapa,19.369859,-99.1358116,"San Andrés Tetepilco, Iztapalapa, Distrito Federal (CDMX)",67,1,1239250,11
Departamento en Venta Calle 5 283 Dep 5 Edif B Agrícola Pantitlán Iztacalco,19.4111006,-99.0657736,"Agrícola Pantitlán, Iztacalco, Distrito Federal (CDMX)",14,1,1106205,11
Departamento en Venta Pedro Enriquez Ureña 212 Pedregal De Santo Domingo Coyoacán Distrito Federal cdmx,19.3359211,-99.16872639999997,"Pedregal de Santo Domingo, Coyoacán, Distrito Federal (CDMX), Distrito Federal (CDMX)",76,1,2110000,11
Departamento en Venta Jaime Torres Bodet 203 Santa Maria La Ribera Cuauhtémoc Distrito Federal cdmx,19.451684600000004,-99.15710739999996,"Santa Maria La Ribera, Cuauhtémoc, Distrito Federal (CDMX), Distrito Federal (CDMX)",50,1,1050000,11
Departamento en Venta Moldeadores 142 Pro hogar Azcapotzalco Distrito Federal cdmx,19.475171,-99.152534,"Pro-Hogar, Azcapotzalco, Distrito Federal (CDMX), Distrito Federal (CDMX)",70,1,1170000,11
Departamento en Venta Medellin 210 Cuauhtémoc Cuauhtémoc Distrito Federal cdmx,19.4114263,-99.16430630000002,"Cuauhtémoc, Cuauhtémoc, Distrito Federal (CDMX), Distrito Federal (CDMX)",56,1,1410000,11
Departamento en Venta Louisiana 170 Nápoles Benito Juárez Distrito Federal cdmx,19.3943574,-99.17744619999996,"Nápoles, Benito Juárez, Distrito Federal (CDMX), Distrito Federal (CDMX)",93,1,2910000,11
Departamento en Venta Latinos 92 Moderna Benito Juárez Distrito Federal cdmx,19.3965929,-99.13316309999999,"Moderna, Benito Juárez, Distrito Federal (CDMX), Distrito Federal (CDMX)",96,1,2753000,11
Departamento en Venta Eligio Ancona 102 Santa Maria La Ribera Cuauhtémoc Distrito Federal cdmx,19.4522447,-99.1558895,"Santa Maria La Ribera, Cuauhtémoc, Distrito Federal (CDMX), Distrito Federal (CDMX)",87,1,1355000,11
Departamento en Venta Mártires Río Blanco 220 Edif d Dep 7 Col Santiago Tepalcatlalpan Xochimilco Distrito Federal cdmx Distrito Federal cdmx,19.2572314,-99.10296640000001,"Xochimilco, Distrito Federal (CDMX), Distrito Federal (CDMX)",85,1,1190000,11
Departamento en Venta Av Col Del Valle 504 Del Valle Centro Benito Juárez Distrito Federal cdmx,19.3797151,-99.16771319999998,"Del Valle Centro, Benito Juárez, Distrito Federal (CDMX), Distrito Federal (CDMX)",40,1,5840000,11
Departamento en Venta Tultepec 48 San Andrés Tetepilco Iztapalapa Distrito Federal cdmx,19.3698223,-99.1359599,"Iztapalapa, Distrito Federal (CDMX)",67,1,1239250,11
Departamento en Venta Escuela Naval Militar 17 Ciudad De México Distrito Federal cdmx,19.4326077,-99.13320799999997,"Ciudad De México, Distrito Federal (CDMX)",77,1,1570000,11
Departamento en Venta Av De La Noria 17 Paseos Del Sur Xochimilco Distrito Federal cdmx,19.273629901351065,-99.12082336256559,"Paseos del Sur, Xochimilco, Distrito Federal (CDMX), Distrito Federal (CDMX)",68,1,1580000,11
Departamento en Venta Dr Velasco 90 Colonia Doctores Cuauhtémoc Distrito Federal cdmx,19.4192221,-99.1485684,"Colonia Doctores, Cuauhtémoc, Distrito Federal (CDMX), Distrito Federal (CDMX)",64,1,980000,11
Departamento en Venta Toltecas 166 Carola Álvaro Obregón Distrito Federal cdmx,19.3873569,-99.1918807,"Carola, Álvaro Obregón, Distrito Federal (CDMX), Distrito Federal (CDMX)",65,1,1660000,11
Departamento en Venta Serapio Rendon 112 San Rafael San Rafael Cuauhtémoc Distrito Federal cdmx,19.4392516,-99.16360510000004,"San Rafael, Cuauhtémoc, Distrito Federal (CDMX), Distrito Federal (CDMX)",6,1,1200000,11
Departamento en Venta Felipe Carillo Puerto 692 Ampliación Torre Blanca Miguel Hidalgo Distrito Federal cdmx,19.454331600000003,-99.2002892,"Ampliación Torre Blanca, Miguel Hidalgo, Distrito Federal (CDMX), Distrito Federal (CDMX)",67,1,1164500,11
Departamento en Venta Uxmal 250 Narvarte Benito Juárez Distrito Federal cdmx,19.3921719,-99.1546254,"Narvarte, Benito Juárez, Distrito Federal (CDMX), Distrito Federal (CDMX)",130,1,3370000,11
Departamento en Venta Jaime Torres Bodet 203 Santa Maria La Ribera Cuauhtémoc Distrito Federal cdmx,19.4468279,-99.15945320000004,"Santa Maria La Ribera, Cuauhtémoc, Distrito Federal (CDMX), Distrito Federal (CDMX)",40,1,1050000,11
Departamento en Venta Jesus Teran 24 Tabacalera Cuauhtémoc Distrito Federal cdmx,19.4360237,-99.15460969999998,"Tabacalera, Cuauhtémoc, Distrito Federal (CDMX), Distrito Federal (CDMX)",100,1,1860000,11
Departamento en Venta Morelos 68 Ciudad De México Distrito Federal cdmx,19.4326077,-99.13320799999997,"Ciudad De México, Distrito Federal (CDMX)",86,1,1260000,11
Departamento en Venta Juan De Dios Peza 47 Ciudad De México Distrito Federal cdmx,19.4326077,-99.13320799999997,"Ciudad De México, Distrito Federal (CDMX)",66,1,1050000,11
Departamento en Venta Av Hidalgo 273 Fraccionamiento Coyuya Iztacalco,19.401754500000006,-99.11507189999998,"Fraccionamiento Coyuya, Iztacalco, Distrito Federal (CDMX)",153,1,991000,11
Departamento en Venta Felipe Carrillo Puerto 692 Ampliación Torre Blanca Miguel Hidalgo Distrito Federal cdmx,19.454331600000003,-99.2002892,"Ampliación Torre Blanca, Miguel Hidalgo, Distrito Federal (CDMX), Distrito Federal (CDMX)",67,1,1164500,11
Departamento en Venta Jesus Teran 24 Tabacalera Cuauhtémoc Distrito Federal cdmx,19.4368266,-99.15070609999998,"Tabacalera, Cuauhtémoc, Distrito Federal (CDMX), Distrito Federal (CDMX)",118,1,2150000,11
Departamento en Venta Gabriel Mancera 114 Del Valle Del Valle Benito Juárez Distrito Federal cdmx,19.3980814,-99.16123770000002,"Del Valle, Benito Juárez, Distrito Federal (CDMX), Distrito Federal (CDMX)",104,1,2360000,11
Departamento en Venta Francisco Del Paso Y Troncoso 326 Colonia Jardín Balbuena Venustiano Carranza Distrito Federal cdmx,19.4157721,-99.107331,"Colonia Jardín Balbuena, Venustiano Carranza, Distrito Federal (CDMX), Distrito Federal (CDMX)",81,1,1250000,11
Departamento en Venta Orinoco 19 Colonia Del Carmen Benito Juárez Distrito Federal cdmx,19.3752986,-99.13969209999999,"Colonia del Carmen, Benito Juárez, Distrito Federal (CDMX), Distrito Federal (CDMX)",85,1,1228200,11
Departamento en Venta Fco Del Paso Y Troncoso 326 Colonia Jardín Balbuena Venustiano Carranza Distrito Federal cdmx,19.4157721,-99.107331,"Colonia Jardín Balbuena, Venustiano Carranza, Distrito Federal (CDMX), Distrito Federal (CDMX)",81,1,1250000,11
Departamento en Venta Av De La Noria 17 Paseos Del Sur Xochimilco Distrito Federal cdmx,19.2737132,-99.1207407,"Paseos del Sur, Xochimilco, Distrito Federal (CDMX), Distrito Federal (CDMX)",68,1,1530000,11
Departamento en Venta Diagonal San Antonio 1002 Narvarte Benito Juárez Distrito Federal cdmx,19.3932836,-99.160884,"Narvarte, Benito Juárez, Distrito Federal (CDMX), Distrito Federal (CDMX)",114,1,1160000,11
Departamento en Venta Lago Iseo 33 Colonia Anahuac I Sección Miguel Hidalgo Distrito Federal cdmx,19.4499965,-99.18117029999996,"Colonia Anahuac I Sección, Miguel Hidalgo, Distrito Federal (CDMX), Distrito Federal (CDMX)",6,1,1170000,11
Departamento en Venta Arcos De Belen 37 Zona Centro Cuauhtémoc Distrito Federal cdmx,19.4272458,-99.1449543,"Zona Centro, Cuauhtémoc, Distrito Federal (CDMX), Distrito Federal (CDMX)",69,1,1250000,11
Departamento en Venta Tultepec 48 San Andrés Tetepilco San Andrés Tetepilco Iztapalapa,19.369859,-99.1358116,"San Andrés Tetepilco, Iztapalapa, Distrito Federal (CDMX)",67,1,1239250,11
Departamento en Venta Tenorio 298 Ex hacienda Coapa Coyoacán Distrito Federal cdmx,19.2935609,-99.11703439999997,"Ex-Hacienda Coapa, Coyoacán, Distrito Federal (CDMX), Distrito Federal (CDMX)",85,1,1680000,11
Departamento en Venta Calzada De Tlalpan 1257 San Simon Ticumac Benito Juárez Distrito Federal cdmx,19.3715432,-99.1416686,"San Simon Ticumac, Benito Juárez, Distrito Federal (CDMX), Distrito Federal (CDMX)",85,1,1410000,11
Departamento en Venta Daniel Delgadillo 18 Bis Agricultura Miguel Hidalgo Distrito Federal cdmx,19.4501957,-99.16568110000004,"Agricultura, Miguel Hidalgo, Distrito Federal (CDMX), Distrito Federal (CDMX)",61,1,1040000,11
Departamento en Venta Tenorios 298 Tlalpan Distrito Federal cdmx Distrito Federal cdmx,19.2935609,-99.11703439999997,"Tlalpan, Distrito Federal (CDMX), Distrito Federal (CDMX)",85,1,1730000,11
Departamento en Venta Orinoco 19 Colonia Del Carmen Benito Juárez Distrito Federal cdmx,19.3752986,-99.13969209999999,"Colonia del Carmen, Benito Juárez, Distrito Federal (CDMX), Distrito Federal (CDMX)",85,1,1700000,11
Departamento en Venta Dr Enrique González Martínez 13 Santa Maria La Ribera Cuauhtémoc Distrito Federal cdmx,19.440921600000006,-99.15660079999998,"Santa Maria La Ribera, Cuauhtémoc, Distrito Federal (CDMX), Distrito Federal (CDMX)",93,1,1610000,11
Departamento en Venta Dr Velasco 90 Colonia Doctores Cuauhtémoc Distrito Federal cdmx,19.4192221,-99.1485684,"Colonia Doctores, Cuauhtémoc, Distrito Federal (CDMX), Distrito Federal (CDMX)",61,1,980000,11
Departamento en Venta Jaime Torres Bodet 203 Ciudad De México Distrito Federal cdmx,19.4326077,-99.13320799999997,"Ciudad De México, Distrito Federal (CDMX)",40,1,1000000,11
Departamento en Venta Soto 266 Guerrero Cuauhtémoc Distrito Federal cdmx,19.4470377,-99.1434145,"Guerrero, Cuauhtémoc, Distrito Federal (CDMX), Distrito Federal (CDMX)",5,1,600000,11
Departamento en Venta Miguel Angel 23 Santa Maria Nonoalco Benito Juárez Distrito Federal cdmx,19.377664000000006,-99.18844810000002,"Santa Maria Nonoalco, Benito Juárez, Distrito Federal (CDMX), Distrito Federal (CDMX)",100,1,2575000,11
Departamento en Venta Serapio Rendón 112 San Rafael Cuauhtémoc Distrito Federal cdmx,19.4342727,-99.16042649999996,"San Rafael, Cuauhtémoc, Distrito Federal (CDMX), Distrito Federal (CDMX)",6,1,1200000,11
Departamento en Venta Serapio Rendón 112 San Rafael Cuauhtémoc Distrito Federal cdmx,19.4342727,-99.16042649999996,"San Rafael, Cuauhtémoc, Distrito Federal (CDMX), Distrito Federal (CDMX)",6,1,1200000,11
Departamento en Venta Miguel Angel 23 Santa Maria Nonoalco Benito Juárez Distrito Federal cdmx,19.3772677,-99.1884756,"Santa Maria Nonoalco, Benito Juárez, Distrito Federal (CDMX), Distrito Federal (CDMX)",11,1,2525000,11
Departamento en Venta Calzada Redención 132 Jardines Del Sur Xochimilco Distrito Federal cdmx,19.25499,-99.11379190000002,"Jardines del Sur, Xochimilco, Distrito Federal (CDMX), Distrito Federal (CDMX)",80,1,700000,11
Departamento en Venta Avenida De La Noria 17 Paseos Del Sur Xochimilco Distrito Federal cdmx Distrito Federal cdmx,19.2737132,-99.1207407,"Xochimilco, Distrito Federal (CDMX), Distrito Federal (CDMX)",68,1,1530000,11
Departamento en Venta Gabriel Mancera 114 Del Valle Del Valle Benito Juárez Distrito Federal cdmx,19.3980814,-99.16123770000002,"Del Valle, Benito Juárez, Distrito Federal (CDMX), Distrito Federal (CDMX)",104,1,2360000,11
Departamento en Venta Resina 282 Granjas Mexico Granjas México Iztacalco,19.3998512,-99.0935639,"Granjas México, Iztacalco, Distrito Federal (CDMX)",77,1,1230000,11
Departamento en Venta Lago Caneguín 182 Argentina Antigua Miguel Hidalgo Distrito Federal cdmx,19.4556515,-99.2076634,"Argentina Antigua, Miguel Hidalgo, Distrito Federal (CDMX), Distrito Federal (CDMX)",86,1,1000000,11
Departamento en Venta 16 De Septiembre 58 Pasteros Azcapotzalco Distrito Federal cdmx,19.4919308,-99.1941852,"Pasteros, Azcapotzalco, Distrito Federal (CDMX), Distrito Federal (CDMX)",45,1,1000000,11
Departamento en Venta Eligio Ancona 102 Santa Maria La Ribera Cuauhtémoc Distrito Federal cdmx,19.4522447,-99.1558895,"Santa Maria La Ribera, Cuauhtémoc, Distrito Federal (CDMX), Distrito Federal (CDMX)",81,1,1405000,11
Departamento en Venta Daniel Delgadillo 18 Bis Agricultura Miguel Hidalgo Distrito Federal cdmx,19.4501957,-99.16568110000004,"Agricultura, Miguel Hidalgo, Distrito Federal (CDMX), Distrito Federal (CDMX)",61,1,1040000,11
Departamento en Venta Toltecas 166 Carola Álvaro Obregón Distrito Federal cdmx,19.3862943,-99.192745,"Carola, Álvaro Obregón, Distrito Federal (CDMX), Distrito Federal (CDMX)",65,1,1710000,11
Departamento en Venta Calle 5 283 Agrícola Pantitlán Iztacalco,19.4111006,-99.0657736,"Agrícola Pantitlán, Iztacalco, Distrito Federal (CDMX)",147,1,1106205,11
Departamento en Venta Lago Iseo 33 Colonia Anahuac I Sección Miguel Hidalgo Distrito Federal cdmx,19.4499965,-99.18117029999996,"Colonia Anahuac I Sección, Miguel Hidalgo, Distrito Federal (CDMX), Distrito Federal (CDMX)",6,1,1170000,11
Departamento en Venta Paseo De Los Cipreses 51 Paseos De Taxqueña Coyoacán Distrito Federal cdmx,19.3481215,-99.1257162,"Paseos de Taxqueña, Coyoacán, Distrito Federal (CDMX), Distrito Federal (CDMX)",85,1,2360000,11
Departamento en Venta Mimosa 87 Ciudad De México Distrito Federal cdmx,19.4326077,-99.13320799999997,"Ciudad De México, Distrito Federal (CDMX)",63,1,1750000,11
Departamento en Venta Bahia De Chachalacas 78 Colonia Anzures Miguel Hidalgo Distrito Federal cdmx,19.4347229,-99.1758873,"Colonia Anzures, Miguel Hidalgo, Distrito Federal (CDMX), Distrito Federal (CDMX)",104,1,2729650,11
Departamento en Venta Uxmal 250 Narvarte Benito Juárez Distrito Federal cdmx,19.3921719,-99.1546254,"Narvarte, Benito Juárez, Distrito Federal (CDMX), Distrito Federal (CDMX)",130,1,3420000,11
Departamento en Venta Anaxagoras 1408 Bis Santa Cruz Atoyac Benito Juárez Distrito Federal cdmx,0.0,0.0,"Santa Cruz Atoyac, Benito Juárez, Distrito Federal (CDMX), Distrito Federal (CDMX)",120,1,3602440,11
Departamento en Venta Jose Ma Rico 606 Del Valle Sur Benito Juárez Distrito Federal cdmx,19.3670254,-99.1703491,"Del Valle Sur, Benito Juárez, Distrito Federal (CDMX), Distrito Federal (CDMX)",136,1,3180000,11
Departamento en Venta Morelos 68 Progreso Tizapan Álvaro Obregón Distrito Federal cdmx,19.34219292525032,-99.20078166820065,"Progreso Tizapan, Álvaro Obregón, Distrito Federal (CDMX), Distrito Federal (CDMX)",86,1,1260000,11
Departamento en Venta Francisco Del Paso Y Troncoso 326 Colonia Jardín Balbuena Venustiano Carranza Distrito Federal cdmx,19.4206594,-99.11217390000002,"Colonia Jardín Balbuena, Venustiano Carranza, Distrito Federal (CDMX), Distrito Federal (CDMX)",81,1,1250000,11
Departamento en Venta Calzada De Tlalpan 1257 San Simon Ticumac Benito Juárez Distrito Federal cdmx,19.3754117,-99.1442316,"San Simon Ticumac, Benito Juárez, Distrito Federal (CDMX), Distrito Federal (CDMX)",85,1,1410000,11
Departamento en Venta Calle Oriente 157 10 El Coyol Gustavo A Madero,19.485730799049183,-99.09189437605744,"El Coyol, Gustavo A. Madero, Distrito Federal (CDMX)",80,1,1190000,11
Departamento en Venta Tlapan 1257 San Simon Ticumac Benito Juárez Distrito Federal cdmx,19.3754117,-99.1442316,"San Simon Ticumac, Benito Juárez, Distrito Federal (CDMX), Distrito Federal (CDMX)",79,1,1230000,11
Departamento en Venta Av 16 De Septiembre 58 Pasteros Azcapotzalco Distrito Federal cdmx,19.4919308,-99.1941852,"Pasteros, Azcapotzalco, Distrito Federal (CDMX), Distrito Federal (CDMX)",50,1,1000000,11
Departamento en Venta Niños Heroes De Chapultepec 17 Ciudad De México Distrito Federal cdmx,19.4326077,-99.13320799999997,"Ciudad De México, Distrito Federal (CDMX)",78,1,1140000,11
Departamento en Venta Miguel Cabrera 14 Mixcoac Benito Juárez Distrito Federal cdmx,19.3693067,-99.1887587,"Mixcoac, Benito Juárez, Distrito Federal (CDMX), Distrito Federal (CDMX)",87,1,1583076,11
Departamento en Venta Av 16 De Septiembre 58 Pasteros Azcapotzalco Distrito Federal cdmx,19.4919308,-99.1941852,"Pasteros, Azcapotzalco, Distrito Federal (CDMX), Distrito Federal (CDMX)",50,1,1000000,11
Departamento en Venta Eligio Ancona 102 Santa Maria La Ribera Cuauhtémoc Distrito Federal cdmx,19.4522447,-99.1558895,"Santa Maria La Ribera, Cuauhtémoc, Distrito Federal (CDMX), Distrito Federal (CDMX)",81,1,1355000,11
Departamento en Venta Lago Tlahuac 4 Ciudad De México Distrito Federal cdmx,19.4326077,-99.13320799999997,"Ciudad De México, Distrito Federal (CDMX)",7,1,1390000,11
Departamento en Venta Paseos De Duraznos 61 Colonia Paseos De Taxqueña Coyoacán Distrito Federal cdmx,19.3476635,-99.1250005,"Colonia Paseos de Taxqueña, Coyoacán, Distrito Federal (CDMX), Distrito Federal (CDMX)",11,1,2230000,11
Departamento en Venta Paseo Nuevo 43 Colonia Paseos De Taxqueña Coyoacán Distrito Federal cdmx,19.3481718,-99.12131590000001,"Colonia Paseos de Taxqueña, Coyoacán, Distrito Federal (CDMX), Distrito Federal (CDMX)",128,1,1050000,11
Departamento en Venta Rio Lerma 300 Cuauhtémoc Cuauhtémoc Distrito Federal cdmx,19.4301322,-99.16914129999998,"Cuauhtémoc, Cuauhtémoc, Distrito Federal (CDMX), Distrito Federal (CDMX)",113,1,2260000,11
Departamento en Venta Felipe Carrillo Puerto 692 Ciudad De México Distrito Federal cdmx,19.4326077,-99.13320799999997,"Ciudad De México, Distrito Federal (CDMX)",67,1,1164500,11
Departamento en Venta Paseo De Los Cipres 51 Paseos De Taxqueña Coyoacán Distrito Federal cdmx,19.3481215,-99.1257162,"Paseos de Taxqueña, Coyoacán, Distrito Federal (CDMX), Distrito Federal (CDMX)",85,1,2360000,11
Departamento en Venta Dr Andrade 191 Colonia Doctores Cuauhtémoc Distrito Federal cdmx,19.4179232,-99.1483827,"Colonia Doctores, Cuauhtémoc, Distrito Federal (CDMX), Distrito Federal (CDMX)",57,1,930000,11
Departamento en Venta Escuela Naval Militar 17 Paseos De Taxqueña Coyoacán Distrito Federal cdmx,19.3485583,-99.11990049999996,"Paseos de Taxqueña, Coyoacán, Distrito Federal (CDMX), Distrito Federal (CDMX)",77,1,1630000,11
Departamento en Venta Av De La Noria 17 Paseos Del Sur Xochimilco Distrito Federal cdmx,19.2737132,-99.1207407,"Paseos del Sur, Xochimilco, Distrito Federal (CDMX), Distrito Federal (CDMX)",68,1,1530000,11
Departamento en Venta General Prim 65 Juárez Cuauhtémoc Distrito Federal cdmx,19.4306114,-99.15495039999996,"Juárez, Cuauhtémoc, Distrito Federal (CDMX), Distrito Federal (CDMX)",93,1,3700000,11
Departamento en Venta Calle 16 De Septiembre 58 Pasteros Azcapotzalco Distrito Federal cdmx,19.4919308,-99.1941852,"Pasteros, Azcapotzalco, Distrito Federal (CDMX), Distrito Federal (CDMX)",50,1,800000,11
Departamento en Venta Francisco Del Paso Y Troncoso 326 Ciudad De México Distrito Federal cdmx,19.4326077,-99.13320799999997,"Ciudad De México, Distrito Federal (CDMX)",81,1,1200000,11
Departamento en Venta Toltecas 166 Carola Álvaro Obregón Distrito Federal cdmx,19.386855,-99.19320240000002,"Carola, Álvaro Obregón, Distrito Federal (CDMX), Distrito Federal (CDMX)",65,1,1710000,11
Departamento en Venta Toltecas 166 Carola Álvaro Obregón Distrito Federal cdmx,19.386855,-99.19320240000002,"Carola, Álvaro Obregón, Distrito Federal (CDMX), Distrito Federal (CDMX)",6,1,1710000,11
Departamento en Venta Arcos De Belén 37 Zona Centro Cuauhtémoc Distrito Federal cdmx,19.4272458,-99.1449543,"Zona Centro, Cuauhtémoc, Distrito Federal (CDMX), Distrito Federal (CDMX)",69,1,1250000,11
Departamento en Venta Dr José Ma Vertiz 583 Narvarte Benito Juárez Distrito Federal cdmx,19.3998182,-99.1508692,"Narvarte, Benito Juárez, Distrito Federal (CDMX), Distrito Federal (CDMX)",128,1,2355650,11
Departamento en Venta Río Missisipi 57 Cuauhtémoc Cuauhtémoc Distrito Federal cdmx,19.4272689,-99.17290609999998,"Cuauhtémoc, Cuauhtémoc, Distrito Federal (CDMX), Distrito Federal (CDMX)",78,1,2010000,11
Departamento en Venta Mártires Río Blanco 220 Edif d Dep 7 Col Santiago Tepalcatlalpan Xochimilco Distrito Federal cdmx Distrito Federal cdmx,19.2572314,-99.10296640000001,"Xochimilco, Distrito Federal (CDMX), Distrito Federal (CDMX)",85,1,1190000,11
Departamento en Venta Arcos De Belen 37 Zona Centro Cuauhtémoc Distrito Federal cdmx,19.4272458,-99.1449543,"Zona Centro, Cuauhtémoc, Distrito Federal (CDMX), Distrito Federal (CDMX)",69,1,1250000,11
Departamento en Venta Miguel Cabrera 14 Mixcoac Benito Juárez Distrito Federal cdmx,19.3693067,-99.1887587,"Mixcoac, Benito Juárez, Distrito Federal (CDMX), Distrito Federal (CDMX)",97,1,1610000,11
Departamento en Venta Fray Servando 702 Colonia Jardín Balbuena Venustiano Carranza Distrito Federal cdmx,19.4202256,-99.11269809999999,"Colonia Jardín Balbuena, Venustiano Carranza, Distrito Federal (CDMX), Distrito Federal (CDMX)",60,1,1170000,11
Departamento en Venta Miguel Angel 23 Ciudad De México Distrito Federal cdmx,19.4326077,-99.13320799999997,"Ciudad De México, Distrito Federal (CDMX)",11,1,2415000,11
Departamento en Venta Prol Uxmal 975 Santa Cruz Atoyac Benito Juárez Distrito Federal cdmx,19.36617870950721,-99.15967985277858,"Santa Cruz Atoyac, Benito Juárez, Distrito Federal (CDMX), Distrito Federal (CDMX)",63,1,1235000,11
