,OBJECTID,POSTALCODE,ST_NAME,MUN_NAME,SETT_NAME,SETT_TYPE,AREA
12098,12099,08029,DISTRITO FEDERAL,IZTACALCO,MUJERES ILUSTRES,UNIDAD HABITACIONAL,700029361.0
12099,12100,08040,DISTRITO FEDERAL,IZTACALCO,LIC CARLOS ZAPATA 1RA Y 2DA SECC,COLONIA,700029361.0
12100,12101,08100,DISTRITO FEDERAL,IZTACALCO,PANTITLAN,COLONIA,700029361.0
12101,12102,08160,DISTRITO FEDERAL,IZTACALCO,AGUA CALIENTE,UNIDAD HABITACIONAL,700029361.0
12102,12103,08200,DISTRITO FEDERAL,IZTACALCO,VIADUCTO PIEDAD,COLONIA,700029361.0
12103,12104,08210,DISTRITO FEDERAL,IZTACALCO,NUEVA SANTA ANITA,COLONIA,700029361.0
12104,12105,08220,DISTRITO FEDERAL,IZTACALCO,SAN PEDRO,BARRIO,700029361.0
12105,12106,08230,DISTRITO FEDERAL,IZTACALCO,SAN FRANCISCO XICALTONGO,BARRIO,700029361.0
12106,12107,08240,DISTRITO FEDERAL,IZTACALCO,SANTIAGO NORTE,BARRIO,700029361.0
12107,12108,08300,DISTRITO FEDERAL,IZTACALCO,EL RANCHITO,COLONIA,700029361.0
12108,12109,08300,DISTRITO FEDERAL,IZTACALCO,SANTA ANITA,COLONIA,700029361.0
12109,12110,08310,DISTRITO FEDERAL,IZTACALCO,LA CRUZ,COLONIA,700029361.0
12110,12111,08320,DISTRITO FEDERAL,IZTACALCO,COYUYA,COLONIA,700029361.0
12111,12112,08400,DISTRITO FEDERAL,IZTACALCO,GRANJAS MEXICO,COLONIA,700029361.0
12112,12113,08400,DISTRITO FEDERAL,IZTACALCO,MARIO MORENO,COLONIA,700029361.0
12113,12114,08420,DISTRITO FEDERAL,IZTACALCO,CUCHILLA AGRICOLA ORIENTAL,COLONIA,700029361.0
12114,12115,08420,DISTRITO FEDERAL,IZTACALCO,UNIDAD DEPORTIVA MAGDALENA MIXHUCA,COLONIA,700029361.0
12115,12116,08500,DISTRITO FEDERAL,IZTACALCO,AGRICOLA ORIENTAL,COLONIA,700029361.0
12116,12117,08510,DISTRITO FEDERAL,IZTACALCO,EL RODEO,COLONIA,700029361.0
12117,12118,08520,DISTRITO FEDERAL,IZTACALCO,HERMANOS BLANCAS,UNIDAD HABITACIONAL,700029361.0
12118,12119,08580,DISTRITO FEDERAL,IZTACALCO,INFONAVIT SUR 20,UNIDAD HABITACIONAL,700029361.0
12119,12120,08600,DISTRITO FEDERAL,IZTACALCO,LA ASUNCION,BARRIO,700029361.0
12120,12121,08610,DISTRITO FEDERAL,IZTACALCO,ZAPOTLA,BARRIO,700029361.0
12121,12122,08619,DISTRITO FEDERAL,IZTACALCO,5 DE DICIEMBRE FOVISSSTE,UNIDAD HABITACIONAL,700029361.0
12122,12123,08620,DISTRITO FEDERAL,IZTACALCO,MERCADOS 1,BARRIO,700029361.0
12123,12124,08620,DISTRITO FEDERAL,IZTACALCO,MERCADOS 2,BARRIO,700029361.0
12124,12125,08620,DISTRITO FEDERAL,IZTACALCO,RICARDO FLORES MAGON,BARRIO,700029361.0
12125,12126,08620,DISTRITO FEDERAL,IZTACALCO,EX EMPLEADOS DE LA FORD,BARRIO,700029361.0
12126,12127,08620,DISTRITO FEDERAL,IZTACALCO,LOS REYES,BARRIO,700029361.0
12127,12128,08650,DISTRITO FEDERAL,IZTACALCO,AMADO NERVO,BARRIO,700029361.0
12128,12129,08650,DISTRITO FEDERAL,IZTACALCO,SAN MIGUEL,BARRIO,700029361.0
12129,12130,08700,DISTRITO FEDERAL,IZTACALCO,JUVENTINO ROSAS,COLONIA,700029361.0
12130,12131,08710,DISTRITO FEDERAL,IZTACALCO,TLAZINTLA,COLONIA,700029361.0
12131,12132,08730,DISTRITO FEDERAL,IZTACALCO,GABRIEL RAMOS MILLAN,COLONIA,700029361.0
12132,12133,08730,DISTRITO FEDERAL,IZTACALCO,GABRIEL RAMOS MILLAN SECC TLACOTAL,COLONIA,700029361.0
12133,12134,08760,DISTRITO FEDERAL,IZTACALCO,INPI LOS PICOS,COLONIA,700029361.0
12134,12135,08760,DISTRITO FEDERAL,IZTACALCO,EL MOSCO,COLONIA,700029361.0
12135,12136,08760,DISTRITO FEDERAL,IZTACALCO,INPI IZTACALCO,COLONIA,700029361.0
12136,12137,08770,DISTRITO FEDERAL,IZTACALCO,LOS PICOS DE IZTACALCO 1RA SECC,COLONIA,700029361.0
12137,12138,08770,DISTRITO FEDERAL,IZTACALCO,LOS PICOS DE IZTACALCO 2DA SECC,COLONIA,700029361.0
12138,12139,08800,DISTRITO FEDERAL,IZTACALCO,BARRIO DE SANTIAGO,BARRIO,700029361.0
12139,12140,08810,DISTRITO FEDERAL,IZTACALCO,REFORMA IZTACCIHUATL NORTE,COLONIA,700029361.0
12140,12141,08820,DISTRITO FEDERAL,IZTACALCO,SANTIAGO SUR,UNIDAD HABITACIONAL,700029361.0
12141,12142,08820,DISTRITO FEDERAL,IZTACALCO,MAESTROS DE IZTACALCO,UNIDAD HABITACIONAL,700029361.0
12142,12143,08820,DISTRITO FEDERAL,IZTACALCO,SANTIAGO,UNIDAD HABITACIONAL,700029361.0
12143,12144,08830,DISTRITO FEDERAL,IZTACALCO,MILITAR MARTE,COLONIA,700029361.0
12144,12145,08840,DISTRITO FEDERAL,IZTACALCO,REFORMA IZTACCIHUATL SUR,COLONIA,700029361.0
12145,12146,08900,DISTRITO FEDERAL,IZTACALCO,IZTACALCO INFONAVIT,COLONIA,700029361.0
12146,12147,08910,DISTRITO FEDERAL,IZTACALCO,SANTA CRUZ,BARRIO,700029361.0
12147,12148,08920,DISTRITO FEDERAL,IZTACALCO,JARDINES DE TECMA,COLONIA,700029361.0
12148,12149,08930,DISTRITO FEDERAL,IZTACALCO,MARTIRES DE TLATELOLCO,UNIDAD HABITACIONAL,700029361.0
12149,12150,08930,DISTRITO FEDERAL,IZTACALCO,BENITO JUAREZ,UNIDAD HABITACIONAL,700029361.0
12150,12151,08930,DISTRITO FEDERAL,IZTACALCO,CAMPAMENTO 2 DE OCTUBRE,UNIDAD HABITACIONAL,700029361.0
12151,12152,09000,DISTRITO FEDERAL,IZTAPALAPA,BARRIO SAN JOSE,BARRIO,700029358.0
12152,12153,09000,DISTRITO FEDERAL,IZTAPALAPA,BARRIO SAN LUCAS,BARRIO,700029358.0
12153,12154,09000,DISTRITO FEDERAL,IZTAPALAPA,BARRIO SAN PABLO,BARRIO,700029358.0
12154,12155,09000,DISTRITO FEDERAL,IZTAPALAPA,BARRIO SAN PEDRO,BARRIO,700029358.0
12155,12156,09000,DISTRITO FEDERAL,IZTAPALAPA,BARRIO SANTA BARBARA,BARRIO,700029358.0
12156,12157,09000,DISTRITO FEDERAL,IZTAPALAPA,BARRIO LA ASUNCION,BARRIO,700029358.0
12157,12158,09000,DISTRITO FEDERAL,IZTAPALAPA,BARRIO SAN IGNACIO,BARRIO,700029358.0
12158,12159,09010,DISTRITO FEDERAL,IZTAPALAPA,REAL DEL MORAL,COLONIA,700029358.0
12159,12160,09020,DISTRITO FEDERAL,IZTAPALAPA,DOCTOR ALFONSO ORTIZ TIRADO,COLONIA,700029358.0
12160,12161,09040,DISTRITO FEDERAL,IZTAPALAPA,CENTRAL DE ABASTOS,COLONIA,700029358.0
12161,12162,09040,DISTRITO FEDERAL,IZTAPALAPA,LOS PASEOS DE CHURUBUSCO,COLONIA,700029358.0
12162,12163,09060,DISTRITO FEDERAL,IZTAPALAPA,ESCUADRON 201,COLONIA,700029358.0
12163,12164,09060,DISTRITO FEDERAL,IZTAPALAPA,SECTOR POPULAR,COLONIA,700029358.0
12164,12165,09070,DISTRITO FEDERAL,IZTAPALAPA,GRANJAS SAN ANTONIO,COLONIA,700029358.0
12165,12166,09080,DISTRITO FEDERAL,IZTAPALAPA,CACAMA,UNIDAD HABITACIONAL,700029358.0
12166,12167,09080,DISTRITO FEDERAL,IZTAPALAPA,UNIDAD HAB XOPA,UNIDAD HABITACIONAL,700029358.0
12167,12168,09089,DISTRITO FEDERAL,IZTAPALAPA,UNIDAD MODELO,COLONIA,700029358.0
12168,12169,09090,DISTRITO FEDERAL,IZTAPALAPA,HEROES DE CHURUBUSCO,COLONIA,700029358.0
12169,12170,09099,DISTRITO FEDERAL,IZTAPALAPA,MEXICALTZINGO,PUEBLO,700029358.0
12170,12171,09100,DISTRITO FEDERAL,IZTAPALAPA,JUAN ESCUTIA,COLONIA,700029358.0
12171,12172,09110,DISTRITO FEDERAL,IZTAPALAPA,LA VALENCIANA,UNIDAD HABITACIONAL,700029358.0
12172,12173,09120,DISTRITO FEDERAL,IZTAPALAPA,VOCEADORES,UNIDAD HABITACIONAL,700029358.0
12173,12174,09130,DISTRITO FEDERAL,IZTAPALAPA,SAN LORENZO XICOTENCATL,PUEBLO,700029358.0
12174,12175,09140,DISTRITO FEDERAL,IZTAPALAPA,ZONA URB STA MARTHA ACATITLA NORTE,COLONIA,700029358.0
12175,12176,09150,DISTRITO FEDERAL,IZTAPALAPA,FUENTES DE ZARAGOZA,UNIDAD HABITACIONAL,700029358.0
12176,12177,09160,DISTRITO FEDERAL,IZTAPALAPA,SOLIDARIDAD,UNIDAD HABITACIONAL,700029358.0
12177,12178,09170,DISTRITO FEDERAL,IZTAPALAPA,UNIDAD HAB LA COLMENA,UNIDAD HABITACIONAL,700029358.0
12178,12179,09180,DISTRITO FEDERAL,IZTAPALAPA,CONJ URBANO POP ERMITA ZARAGOZA,COLONIA,700029358.0
12179,12180,09200,DISTRITO FEDERAL,IZTAPALAPA,UNIDAD HAB VICENTE GUERRERO,COLONIA,700029358.0
12180,12181,09208,DISTRITO FEDERAL,IZTAPALAPA,CHINAMPAC DE JUAREZ,UNIDAD HABITACIONAL,700029358.0
12181,12182,09209,DISTRITO FEDERAL,IZTAPALAPA,RENOVACION,UNIDAD HABITACIONAL,700029358.0
12182,12183,09210,DISTRITO FEDERAL,IZTAPALAPA,TEPALCATES,UNIDAD HABITACIONAL,700029358.0
12183,12184,09219,DISTRITO FEDERAL,IZTAPALAPA,REFORMA EDUCATIVA,UNIDAD HABITACIONAL,700029358.0
12184,12185,09220,DISTRITO FEDERAL,IZTAPALAPA,UNID HAB EJERC CONSTITUCIONALISTA,COLONIA,700029358.0
12185,12186,09225,DISTRITO FEDERAL,IZTAPALAPA,CABEZA DE JUAREZ VI,UNIDAD HABITACIONAL,700029358.0
12186,12187,09227,DISTRITO FEDERAL,IZTAPALAPA,UNIDAD HAB CABEZA DE JUAREZ,UNIDAD HABITACIONAL,700029358.0
12187,12188,09228,DISTRITO FEDERAL,IZTAPALAPA,UNIDAD HAB IGNACIO ZARAGOZA,UNIDAD HABITACIONAL,700029358.0
12188,12189,09229,DISTRITO FEDERAL,IZTAPALAPA,GUELATAO BENITO JUAREZ,UNIDAD HABITACIONAL,700029358.0
12189,12190,09230,DISTRITO FEDERAL,IZTAPALAPA,JOSE MARIA MORELOS Y PAVON,COLONIA,700029358.0
12190,12191,09230,DISTRITO FEDERAL,IZTAPALAPA,UNIDAD HAB EJERCITO DE ORIENTE,COLONIA,700029358.0
12191,12192,09230,DISTRITO FEDERAL,IZTAPALAPA,EL PARAISO,COLONIA,700029358.0
12192,12193,09230,DISTRITO FEDERAL,IZTAPALAPA,FRACC POPULAR ALVARO OBREGON,COLONIA,700029358.0
12193,12194,09239,DISTRITO FEDERAL,IZTAPALAPA,UNID HAB EJERC DE OTE ZONA PEÑON,COLONIA,700029358.0
12194,12195,09240,DISTRITO FEDERAL,IZTAPALAPA,PROGRESISTA,COLONIA,700029358.0
12195,12196,09249,DISTRITO FEDERAL,IZTAPALAPA,ALBARRADA,UNIDAD HABITACIONAL,700029358.0
12196,12197,09250,DISTRITO FEDERAL,IZTAPALAPA,UNIDAD HAB PLUTARCO ELIAS CALLES,UNIDAD HABITACIONAL,700029358.0
12197,12198,09250,DISTRITO FEDERAL,IZTAPALAPA,LA REGADERA,UNIDAD HABITACIONAL,700029358.0
12198,12199,09250,DISTRITO FEDERAL,IZTAPALAPA,LAS AMÉRICAS,UNIDAD HABITACIONAL,700029358.0
12199,12200,09260,DISTRITO FEDERAL,IZTAPALAPA,CONSTITUCION DE 1917,COLONIA,700029358.0
12200,12201,09270,DISTRITO FEDERAL,IZTAPALAPA,COLONIAL IZTAPALAPA,COLONIA,700029358.0
12201,12202,09280,DISTRITO FEDERAL,IZTAPALAPA,JACARANDAS,COLONIA,700029358.0
12202,12203,09290,DISTRITO FEDERAL,IZTAPALAPA,UNIDAD HAB SANTA CRUZ MEYEHUALCO,COLONIA,700029358.0
12203,12204,09300,DISTRITO FEDERAL,IZTAPALAPA,GUADALUPE DEL MORAL,COLONIA,700029358.0
12204,12205,09310,DISTRITO FEDERAL,IZTAPALAPA,LEYES DE REFORMA 1RA SECCION,COLONIA,700029358.0
12205,12206,09310,DISTRITO FEDERAL,IZTAPALAPA,LEYES DE REFORMA 2DA SECCION,COLONIA,700029358.0
12206,12207,09310,DISTRITO FEDERAL,IZTAPALAPA,LEYES DE REFORMA 3RA SECCION,COLONIA,700029358.0
12207,12208,09310,DISTRITO FEDERAL,IZTAPALAPA,VICENTINA,COLONIA,700029358.0
12208,12209,09310,DISTRITO FEDERAL,IZTAPALAPA,LA PURISIMA,COLONIA,700029358.0
12209,12210,09310,DISTRITO FEDERAL,IZTAPALAPA,LEYES DE REFORMA,COLONIA,700029358.0
12210,12211,09319,DISTRITO FEDERAL,IZTAPALAPA,UNIDAD HAB CUCHILLA DEL MORAL II,COLONIA,700029358.0
12211,12212,09319,DISTRITO FEDERAL,IZTAPALAPA,CUCHILLAS DEL MORAL I,COLONIA,700029358.0
12212,12213,09319,DISTRITO FEDERAL,IZTAPALAPA,CUCHILLAS DEL MORAL II Y III,COLONIA,700029358.0
12213,12214,09320,DISTRITO FEDERAL,IZTAPALAPA,SIDERAL,COLONIA,700029358.0
12214,12215,09330,DISTRITO FEDERAL,IZTAPALAPA,UNIDAD HAB MARGARITA MAZA DE JUAREZ,UNIDAD HABITACIONAL,700029358.0
12215,12216,09359,DISTRITO FEDERAL,IZTAPALAPA,EVA SAMANO DE LOPEZ MATEOS,COLONIA,700029358.0
12216,12217,09360,DISTRITO FEDERAL,IZTAPALAPA,BARRIO SAN MIGUEL,UNIDAD HABITACIONAL,700029358.0
12217,12218,09360,DISTRITO FEDERAL,IZTAPALAPA,2DA AMPLIACIÓN BARRIO SAN MIGUEL (SAN FELIPE TERREMOTES),UNIDAD HABITACIONAL,700029358.0
12218,12219,09360,DISTRITO FEDERAL,IZTAPALAPA,AMPL SAN MIGUEL,UNIDAD HABITACIONAL,700029358.0
12219,12220,09366,DISTRITO FEDERAL,IZTAPALAPA,LA NORMA,UNIDAD HABITACIONAL,700029358.0
12220,12221,09368,DISTRITO FEDERAL,IZTAPALAPA,PRI,UNIDAD HABITACIONAL,700029358.0
12221,12222,09369,DISTRITO FEDERAL,IZTAPALAPA,GAVILAN,UNIDAD HABITACIONAL,700029358.0
12222,12223,09369,DISTRITO FEDERAL,IZTAPALAPA,UNIDAD HAB GAMMA GAVILAN,UNIDAD HABITACIONAL,700029358.0
12223,12224,09400,DISTRITO FEDERAL,IZTAPALAPA,SAN JUANICO NEXTIPAC,COLONIA,700029358.0
12224,12225,09400,DISTRITO FEDERAL,IZTAPALAPA,SIFON,COLONIA,700029358.0
12225,12226,09400,DISTRITO FEDERAL,IZTAPALAPA,AMPL SIFON,COLONIA,700029358.0
12226,12227,09400,DISTRITO FEDERAL,IZTAPALAPA,LA VIGA,COLONIA,700029358.0
12227,12228,09410,DISTRITO FEDERAL,IZTAPALAPA,JARDINES DE CHURUBUSCO,COLONIA,700029358.0
12228,12229,09410,DISTRITO FEDERAL,IZTAPALAPA,MAGDALENA ATLAZOLPA,COLONIA,700029358.0
12229,12230,09410,DISTRITO FEDERAL,IZTAPALAPA,SAN JOSE ACULCO,COLONIA,700029358.0
12230,12231,09410,DISTRITO FEDERAL,IZTAPALAPA,ACULCO,COLONIA,700029358.0
12231,12232,09410,DISTRITO FEDERAL,IZTAPALAPA,APATLACO MAGDALENA,COLONIA,700029358.0
12232,12233,09420,DISTRITO FEDERAL,IZTAPALAPA,INFONAVIT LOS PICOS,COLONIA,700029358.0
12233,12234,09420,DISTRITO FEDERAL,IZTAPALAPA,NUEVA ROSITA,COLONIA,700029358.0
12234,12235,09429,DISTRITO FEDERAL,IZTAPALAPA,PURISIMA ATLAZOLPA,COLONIA,700029358.0
12235,12236,09430,DISTRITO FEDERAL,IZTAPALAPA,NEZAHUALCOYOTL,COLONIA,700029358.0
12236,12237,09430,DISTRITO FEDERAL,IZTAPALAPA,APATLACO,COLONIA,700029358.0
12237,12238,09430,DISTRITO FEDERAL,IZTAPALAPA,EL TRIUNFO,COLONIA,700029358.0
12238,12239,09438,DISTRITO FEDERAL,IZTAPALAPA,AMPL EL TRIUNFO,COLONIA,700029358.0
12239,12240,09440,DISTRITO FEDERAL,IZTAPALAPA,EL RETOÑO,COLONIA,700029358.0
12240,12241,09440,DISTRITO FEDERAL,IZTAPALAPA,SAN ANDRES TETEPILCO,COLONIA,700029358.0
12241,12242,09440,DISTRITO FEDERAL,IZTAPALAPA,ZACAHUITZCO,COLONIA,700029358.0
12242,12243,09440,DISTRITO FEDERAL,IZTAPALAPA,CHILERO I,COLONIA,700029358.0
12243,12244,09440,DISTRITO FEDERAL,IZTAPALAPA,CHILERO II,COLONIA,700029358.0
12244,12245,09450,DISTRITO FEDERAL,IZTAPALAPA,BANJIDAL,COLONIA,700029358.0
12245,12246,09460,DISTRITO FEDERAL,IZTAPALAPA,MAESTRO JUSTO SIERRA,COLONIA,700029358.0
12246,12247,09470,DISTRITO FEDERAL,IZTAPALAPA,SINATEL,COLONIA,700029358.0
12247,12248,09479,DISTRITO FEDERAL,IZTAPALAPA,AMPL SINATEL,COLONIA,700029358.0
12248,12249,09480,DISTRITO FEDERAL,IZTAPALAPA,EL PRADO,COLONIA,700029358.0
12249,12250,09500,DISTRITO FEDERAL,IZTAPALAPA,SANTA MARIA AZTAHUACAN,UNIDAD HABITACIONAL,700029358.0
12250,12251,09500,DISTRITO FEDERAL,IZTAPALAPA,Z URB EJ STA MARIA AZTAHUACAN,UNIDAD HABITACIONAL,700029358.0
12251,12252,09500,DISTRITO FEDERAL,IZTAPALAPA,AMPL Z URB EJ STA MARIA AZTAHUACAN,UNIDAD HABITACIONAL,700029358.0
12252,12253,09500,DISTRITO FEDERAL,IZTAPALAPA,OJITO DE AGUA,UNIDAD HABITACIONAL,700029358.0
12253,12254,09510,DISTRITO FEDERAL,IZTAPALAPA,PUEBLO SANTA MARTHA ACATITLA,PUEBLO,700029358.0
12254,12255,09520,DISTRITO FEDERAL,IZTAPALAPA,PUEBLO SAN SEBASTIAN TECOLOXTITLAN,PUEBLO,700029358.0
12255,12256,09520,DISTRITO FEDERAL,IZTAPALAPA,EL EDEN,PUEBLO,700029358.0
12256,12257,09520,DISTRITO FEDERAL,IZTAPALAPA,PARAJE ZACATEPEC,PUEBLO,700029358.0
12257,12258,09530,DISTRITO FEDERAL,IZTAPALAPA,ZONA URB STA MARTHA ACATITLA SUR,COLONIA,700029358.0
12258,12259,09550,DISTRITO FEDERAL,IZTAPALAPA,MONTE ALBAN,COLONIA,700029358.0
12259,12260,09577,DISTRITO FEDERAL,IZTAPALAPA,COOPERATIVA BIATLON,UNIDAD HABITACIONAL,700029358.0
12260,12261,09578,DISTRITO FEDERAL,IZTAPALAPA,EJÉRCITO DE AGUA PRIETA,UNIDAD HABITACIONAL,700029358.0
12261,12262,09600,DISTRITO FEDERAL,IZTAPALAPA,SANTIAGO ACAHUALTEPEC,PUEBLO,700029358.0
12262,12263,09608,DISTRITO FEDERAL,IZTAPALAPA,1RA AMPL SANTIAGO ACAHUALTEPEC,COLONIA,700029358.0
12263,12264,09609,DISTRITO FEDERAL,IZTAPALAPA,2DA AMPL SANTIAGO ACAHUALTEPEC,COLONIA,700029358.0
12264,12265,09620,DISTRITO FEDERAL,IZTAPALAPA,LOMAS DE ZARAGOZA,COLONIA,700029358.0
12265,12266,09630,DISTRITO FEDERAL,IZTAPALAPA,SAN MIGUEL TEOTONGO (SECC MERCEDES),COLONIA,700029358.0
12266,12267,09630,DISTRITO FEDERAL,IZTAPALAPA,SAN MIGUEL TEOTONGO(SECC AVIS),COLONIA,700029358.0
12267,12268,09630,DISTRITO FEDERAL,IZTAPALAPA,SAN MIGUEL TEOTONGO(SECC CAMP),COLONIA,700029358.0
12268,12269,09630,DISTRITO FEDERAL,IZTAPALAPA,SAN MIGUEL TEOTONGO(SECC CORR),COLONIA,700029358.0
12269,12270,09630,DISTRITO FEDERAL,IZTAPALAPA,SAN MIGUEL TEOTONGO(SECC GUADALUPE),COLONIA,700029358.0
12270,12271,09630,DISTRITO FEDERAL,IZTAPALAPA,SAN MIGUEL TEOTONGO(SECC LA CRUZ),COLONIA,700029358.0
12271,12272,09630,DISTRITO FEDERAL,IZTAPALAPA,SAN MIGUEL TEOTONGO(SECC PALMAS),COLONIA,700029358.0
12272,12273,09630,DISTRITO FEDERAL,IZTAPALAPA,SAN MIGUEL TEOTONGO(SECC RANCHO BA),COLONIA,700029358.0
12273,12274,09630,DISTRITO FEDERAL,IZTAPALAPA,PALMILLAS,COLONIA,700029358.0
12274,12275,09630,DISTRITO FEDERAL,IZTAPALAPA,SAN MIGUEL TEOTONGO (SECC LAS TORR),COLONIA,700029358.0
12275,12276,09638,DISTRITO FEDERAL,IZTAPALAPA,LAS CRUCES,COLONIA,700029358.0
12276,12277,09638,DISTRITO FEDERAL,IZTAPALAPA,MIGUEL DE LA MADRID,COLONIA,700029358.0
12277,12278,09638,DISTRITO FEDERAL,IZTAPALAPA,SAN FRANCISCO APOLOCALCO,COLONIA,700029358.0
12278,12279,09638,DISTRITO FEDERAL,IZTAPALAPA,AMPL EMILIANO ZAPATA,COLONIA,700029358.0
12279,12280,09638,DISTRITO FEDERAL,IZTAPALAPA,HUITZICO,COLONIA,700029358.0
12280,12281,09640,DISTRITO FEDERAL,IZTAPALAPA,LOMAS DE LA ESTANCIA,COLONIA,700029358.0
12281,12282,09640,DISTRITO FEDERAL,IZTAPALAPA,XALPA,COLONIA,700029358.0
12282,12283,09648,DISTRITO FEDERAL,IZTAPALAPA,SAN PABLO II,COLONIA,700029358.0
12283,12284,09648,DISTRITO FEDERAL,IZTAPALAPA,POTRERO DE LA LUNA,COLONIA,700029358.0
12284,12285,09648,DISTRITO FEDERAL,IZTAPALAPA,SAN PABLO I,COLONIA,700029358.0
12285,12286,09660,DISTRITO FEDERAL,IZTAPALAPA,CITLALLI,COLONIA,700029358.0
12286,12287,09670,DISTRITO FEDERAL,IZTAPALAPA,PALMITAS,COLONIA,700029358.0
12287,12288,09680,DISTRITO FEDERAL,IZTAPALAPA,TENORIOS,COLONIA,700029358.0
12288,12289,09690,DISTRITO FEDERAL,IZTAPALAPA,IXTLAHUACAN,COLONIA,700029358.0
12289,12290,09696,DISTRITO FEDERAL,IZTAPALAPA,MIRAVALLE,COLONIA,700029358.0
12290,12291,09698,DISTRITO FEDERAL,IZTAPALAPA,MIGUEL DE LA MADRID HURTADO,COLONIA,700029358.0
12291,12292,09700,DISTRITO FEDERAL,IZTAPALAPA,DESARROLLO URBANO QUETZALCOATL,COLONIA,700029358.0
12292,12293,09700,DISTRITO FEDERAL,IZTAPALAPA,PUEBLO SANTA CRUZ MEYEHUALCO,COLONIA,700029358.0
12293,12294,09700,DISTRITO FEDERAL,IZTAPALAPA,BUENAVISTA,COLONIA,700029358.0
12294,12295,09700,DISTRITO FEDERAL,IZTAPALAPA,CARLOS HANK GONZALEZ,COLONIA,700029358.0
12295,12296,09704,DISTRITO FEDERAL,IZTAPALAPA,ZONA RUSTICA,UNIDAD HABITACIONAL,700029358.0
12296,12297,09704,DISTRITO FEDERAL,IZTAPALAPA,DEGOLLADO,UNIDAD HABITACIONAL,700029358.0
12297,12298,09704,DISTRITO FEDERAL,IZTAPALAPA,LA MAGUEYERA I Y II,UNIDAD HABITACIONAL,700029358.0
12298,12299,09706,DISTRITO FEDERAL,IZTAPALAPA,VALLE DE SAN LORENZO,FRACCIONAMIENTO,700029358.0
12299,12300,09708,DISTRITO FEDERAL,IZTAPALAPA,MIXCOATL,COLONIA,700029358.0
12300,12301,09709,DISTRITO FEDERAL,IZTAPALAPA,LOMAS DE SANTA CRUZ,COLONIA,700029358.0
12301,12302,09710,DISTRITO FEDERAL,IZTAPALAPA,LOS ANGELES APANOAYA,COLONIA,700029358.0
12302,12303,09720,DISTRITO FEDERAL,IZTAPALAPA,FRANCISCO VILLA,COLONIA,700029358.0
12303,12304,09720,DISTRITO FEDERAL,IZTAPALAPA,LA HERA,COLONIA,700029358.0
12304,12305,09730,DISTRITO FEDERAL,IZTAPALAPA,REFORMA POLITICA,COLONIA,700029358.0
12305,12306,09730,DISTRITO FEDERAL,IZTAPALAPA,SIERRA DEL VALLE,COLONIA,700029358.0
12306,12307,09740,DISTRITO FEDERAL,IZTAPALAPA,PRESIDENTES DE MEXICO,UNIDAD HABITACIONAL,700029358.0
12307,12308,09750,DISTRITO FEDERAL,IZTAPALAPA,LA POLVORILLA,COLONIA,700029358.0
12308,12309,09750,DISTRITO FEDERAL,IZTAPALAPA,LAS PEÑAS,COLONIA,700029358.0
12309,12310,09750,DISTRITO FEDERAL,IZTAPALAPA,AMPL LAS PENAS,COLONIA,700029358.0
12310,12311,09750,DISTRITO FEDERAL,IZTAPALAPA,INSURGENTES,COLONIA,700029358.0
12311,12312,09760,DISTRITO FEDERAL,IZTAPALAPA,CONGRESO AGRARISTA MEXICANO,UNIDAD HABITACIONAL,700029358.0
12312,12313,09769,DISTRITO FEDERAL,IZTAPALAPA,EL TRIANGULO,COLONIA,700029358.0
12313,12314,09770,DISTRITO FEDERAL,IZTAPALAPA,PUENTE BLANCO,COLONIA,700029358.0
12314,12315,09780,DISTRITO FEDERAL,IZTAPALAPA,ANO DE JUAREZ,UNIDAD HABITACIONAL,700029358.0
12315,12316,09780,DISTRITO FEDERAL,IZTAPALAPA,LOMAS DE SAN LORENZO,UNIDAD HABITACIONAL,700029358.0
12316,12317,09790,DISTRITO FEDERAL,IZTAPALAPA,PUEBLO SAN LORENZO TEZONCO,PUEBLO,700029358.0
12317,12318,09800,DISTRITO FEDERAL,IZTAPALAPA,EL MIRADOR,COLONIA,700029358.0
12318,12319,09800,DISTRITO FEDERAL,IZTAPALAPA,ESTRELLA DE CULHUACAN,COLONIA,700029358.0
12319,12320,09800,DISTRITO FEDERAL,IZTAPALAPA,FUEGO NUEVO,COLONIA,700029358.0
12320,12321,09800,DISTRITO FEDERAL,IZTAPALAPA,LUIS ECHEVERRIA ALVAREZ,COLONIA,700029358.0
12321,12322,09800,DISTRITO FEDERAL,IZTAPALAPA,PUEBLO CULHUACAN,COLONIA,700029358.0
12322,12323,09800,DISTRITO FEDERAL,IZTAPALAPA,SAN MARCOS,COLONIA,700029358.0
12323,12324,09800,DISTRITO FEDERAL,IZTAPALAPA,SAN SIMON CULHUACAN,COLONIA,700029358.0
12324,12325,09800,DISTRITO FEDERAL,IZTAPALAPA,UNIDAD HAB SAN ANTONIO CULHUACAN,COLONIA,700029358.0
12325,12326,09800,DISTRITO FEDERAL,IZTAPALAPA,VALLE DE LUCES 1RA SECCION,COLONIA,700029358.0
12326,12327,09800,DISTRITO FEDERAL,IZTAPALAPA,VALLE DE LUCES 2DA. SECCION,COLONIA,700029358.0
12327,12328,09800,DISTRITO FEDERAL,IZTAPALAPA,VALLE DE LUCES 3RA SECCION,COLONIA,700029358.0
