,OBJECTID,POSTALCODE,ST_NAME,MUN_NAME,SETT_NAME,SETT_TYPE,AREA
11572,11573,04250,DISTRITO FEDERAL,COYOACÁN,TAXQUEÑA,COLONIA,700029346.0
11573,11574,04260,DISTRITO FEDERAL,COYOACÁN,MAGDALENA CULHUACAN,BARRIO,700029346.0
11574,11575,04260,DISTRITO FEDERAL,COYOACÁN,SAN FRANCISCO CULHUACAN,BARRIO,700029346.0
11575,11576,04270,DISTRITO FEDERAL,COYOACÁN,QUETZACOATL,UNIDAD HABITACIONAL,700029346.0
11576,11577,04270,DISTRITO FEDERAL,COYOACÁN,UNIDAD HAB SANTA MARTHA DEL SUR,UNIDAD HABITACIONAL,700029346.0
11577,11578,04280,DISTRITO FEDERAL,COYOACÁN,UNIDAD HAB TAXQUEÑA,UNIDAD HABITACIONAL,700029346.0
11578,11579,04300,DISTRITO FEDERAL,COYOACÁN,AJUSCO,COLONIA,700029346.0
11579,11580,04309,DISTRITO FEDERAL,COYOACÁN,MONSERRAT 100,FRACCIONAMIENTO,700029346.0
11580,11581,04309,DISTRITO FEDERAL,COYOACÁN,PEDREGAL MONSERRAT,FRACCIONAMIENTO,700029346.0
11581,11582,04309,DISTRITO FEDERAL,COYOACÁN,AMPL LA CANDELARIA,FRACCIONAMIENTO,700029346.0
11582,11583,04309,DISTRITO FEDERAL,COYOACÁN,CANDELARIA COYOACAN,FRACCIONAMIENTO,700029346.0
11583,11584,04310,DISTRITO FEDERAL,COYOACÁN,ROMERO DE TERREROS,UNIDAD HABITACIONAL,700029346.0
11584,11585,04310,DISTRITO FEDERAL,COYOACÁN,UNIDAD HAB MONTE DE PIEDAD,UNIDAD HABITACIONAL,700029346.0
11585,11586,04318,DISTRITO FEDERAL,COYOACÁN,OXTOPULCO UNIVERSIDAD,BARRIO,700029346.0
11586,11587,04318,DISTRITO FEDERAL,COYOACÁN,BARRIO OXTOPULCO,BARRIO,700029346.0
11587,11588,04318,DISTRITO FEDERAL,COYOACÁN,FOVISSSTE OXTOPULCO,BARRIO,700029346.0
11588,11589,04319,DISTRITO FEDERAL,COYOACÁN,FORTIN CHIMALISTAC,FRACCIONAMIENTO,700029346.0
11589,11590,04319,DISTRITO FEDERAL,COYOACÁN,TORRES DE CHIMALISTAC,FRACCIONAMIENTO,700029346.0
11590,11591,04320,DISTRITO FEDERAL,COYOACÁN,CUADRANTE SAN FRANCISCO,FRACCIONAMIENTO,700029346.0
11591,11592,04320,DISTRITO FEDERAL,COYOACÁN,FRACC MANUEL ROMERO DE TERREROS,FRACCIONAMIENTO,700029346.0
11592,11593,04320,DISTRITO FEDERAL,COYOACÁN,FRACC PEDREGAL DE SAN FRANCISCO,FRACCIONAMIENTO,700029346.0
11593,11594,04320,DISTRITO FEDERAL,COYOACÁN,TECUALIAPAN,FRACCIONAMIENTO,700029346.0
11594,11595,04320,DISTRITO FEDERAL,COYOACÁN,BARRIO CUADRANTE DE SAN FRANCISCO,FRACCIONAMIENTO,700029346.0
11595,11596,04320,DISTRITO FEDERAL,COYOACÁN,CLUB DE TENIS COYOACAN,FRACCIONAMIENTO,700029346.0
11596,11597,04326,DISTRITO FEDERAL,COYOACÁN,VILLA DE SAN FRANCISCO,FRACCIONAMIENTO,700029346.0
11597,11598,04327,DISTRITO FEDERAL,COYOACÁN,RINCONADA DE LOS REYES,UNIDAD HABITACIONAL,700029346.0
11598,11599,04330,DISTRITO FEDERAL,COYOACÁN,CONJUNTO MARIANA,PUEBLO,700029346.0
11599,11600,04330,DISTRITO FEDERAL,COYOACÁN,COPILCO III,PUEBLO,700029346.0
11600,11601,04330,DISTRITO FEDERAL,COYOACÁN,LAS TORRES USCOVI,PUEBLO,700029346.0
11601,11602,04330,DISTRITO FEDERAL,COYOACÁN,MONSERRAT UNIVERSIDAD,PUEBLO,700029346.0
11602,11603,04330,DISTRITO FEDERAL,COYOACÁN,PACIFICO 350,PUEBLO,700029346.0
11603,11604,04330,DISTRITO FEDERAL,COYOACÁN,PEDREGAL DE COYOACAN,PUEBLO,700029346.0
11604,11605,04330,DISTRITO FEDERAL,COYOACÁN,PUEBLO DE LOS REYES,PUEBLO,700029346.0
11605,11606,04330,DISTRITO FEDERAL,COYOACÁN,REAL DE LOS REYES 77,PUEBLO,700029346.0
11606,11607,04330,DISTRITO FEDERAL,COYOACÁN,REAL DE LOS REYES 87,PUEBLO,700029346.0
11607,11608,04330,DISTRITO FEDERAL,COYOACÁN,RINCONADA COYOACAN,PUEBLO,700029346.0
11608,11609,04330,DISTRITO FEDERAL,COYOACÁN,ROSEDAL,PUEBLO,700029346.0
11609,11610,04330,DISTRITO FEDERAL,COYOACÁN,UNIDAD HAB DEL PACIFICO,PUEBLO,700029346.0
11610,11611,04330,DISTRITO FEDERAL,COYOACÁN,UNIDAD HAB ROSEDAL,PUEBLO,700029346.0
11611,11612,04330,DISTRITO FEDERAL,COYOACÁN,BARRIO DEL NIÑO JESUS,PUEBLO,700029346.0
11612,11613,04330,DISTRITO FEDERAL,COYOACÁN,CONJUNTO AMADOR SANCHEZ (ZAPATA),PUEBLO,700029346.0
11613,11614,04340,DISTRITO FEDERAL,COYOACÁN,INSURGENTES SAN ANGEL,UNIDAD HABITACIONAL,700029346.0
11614,11615,04340,DISTRITO FEDERAL,COYOACÁN,UNIDAD HAB COPILCO UNIVERSIDAD,UNIDAD HABITACIONAL,700029346.0
11615,11616,04340,DISTRITO FEDERAL,COYOACÁN,COPILCO EL BAJO,UNIDAD HABITACIONAL,700029346.0
11616,11617,04340,DISTRITO FEDERAL,COYOACÁN,COPILCO UNIVERSIDAD ISSSTE,UNIDAD HABITACIONAL,700029346.0
11617,11618,04350,DISTRITO FEDERAL,COYOACÁN,UNIDAD HAB COPILCO,UNIDAD HABITACIONAL,700029346.0
11618,11619,04350,DISTRITO FEDERAL,COYOACÁN,UNIDAD HAB INT LATINOAMERICANA,UNIDAD HABITACIONAL,700029346.0
11619,11620,04350,DISTRITO FEDERAL,COYOACÁN,ALTILLO UNIVERSIDAD,UNIDAD HABITACIONAL,700029346.0
11620,11621,04350,DISTRITO FEDERAL,COYOACÁN,COPILCO 300,UNIDAD HABITACIONAL,700029346.0
11621,11622,04359,DISTRITO FEDERAL,COYOACÁN,CONDS PARA EMPLEADOS FEDERALES,CONDOMINIO,700029346.0
11622,11623,04360,DISTRITO FEDERAL,COYOACÁN,COPILCO EL ALTO,COLONIA,700029346.0
11623,11624,04360,DISTRITO FEDERAL,COYOACÁN,COPILCO UNIVERSIDAD,COLONIA,700029346.0
11624,11625,04360,DISTRITO FEDERAL,COYOACÁN,FRACC COPILCO UNIVERSIDAD,COLONIA,700029346.0
11625,11626,04360,DISTRITO FEDERAL,COYOACÁN,CIUDAD UNIVERSITARIA,COLONIA,700029346.0
11626,11627,04360,DISTRITO FEDERAL,COYOACÁN,CONJUNTO COPILCO UNIVERSIDAD,COLONIA,700029346.0
11627,11628,04369,DISTRITO FEDERAL,COYOACÁN,LAS FLORES (FICAPRO),COLONIA,700029346.0
11628,11629,04369,DISTRITO FEDERAL,COYOACÁN,PEDREGAL DE SANTO DOMINGO,COLONIA,700029346.0
11629,11630,04369,DISTRITO FEDERAL,COYOACÁN,SANTO DOMINGO,COLONIA,700029346.0
11630,11631,04369,DISTRITO FEDERAL,COYOACÁN,COPILCO IV,COLONIA,700029346.0
11631,11632,04369,DISTRITO FEDERAL,COYOACÁN,LA CANTERA,COLONIA,700029346.0
11632,11633,04370,DISTRITO FEDERAL,COYOACÁN,ATLANTIDA,COLONIA,700029346.0
11633,11634,04370,DISTRITO FEDERAL,COYOACÁN,CIUDAD JARDIN,COLONIA,700029346.0
11634,11635,04380,DISTRITO FEDERAL,COYOACÁN,ROSARIO,PUEBLO,700029346.0
11635,11636,04380,DISTRITO FEDERAL,COYOACÁN,SUCHIL 109,PUEBLO,700029346.0
11636,11637,04380,DISTRITO FEDERAL,COYOACÁN,PUEBLO LA CANDELARIA,PUEBLO,700029346.0
11637,11638,04380,DISTRITO FEDERAL,COYOACÁN,RESIDENCIAL COYOACAN,PUEBLO,700029346.0
11638,11639,04390,DISTRITO FEDERAL,COYOACÁN,NUEVA DIAZ ORDAZ,COLONIA,700029346.0
11639,11640,04390,DISTRITO FEDERAL,COYOACÁN,AJUSCO HUAYAMILPAS,COLONIA,700029346.0
11640,11641,04390,DISTRITO FEDERAL,COYOACÁN,DIAZ ORDAZ,COLONIA,700029346.0
11641,11642,04400,DISTRITO FEDERAL,COYOACÁN,EDUCACION,COLONIA,700029346.0
11642,11643,04400,DISTRITO FEDERAL,COYOACÁN,MULTIFAMILIAR TLALPAN,COLONIA,700029346.0
11643,11644,04410,DISTRITO FEDERAL,COYOACÁN,PETROLERA TAXQUEÑA,COLONIA,700029346.0
11644,11645,04440,DISTRITO FEDERAL,COYOACÁN,EJIDO CULHUACAN,COLONIA,700029346.0
11645,11646,04440,DISTRITO FEDERAL,COYOACÁN,UNIDAD HAB OBRERO CTM CULHUACAN 5,COLONIA,700029346.0
11646,11647,04450,DISTRITO FEDERAL,COYOACÁN,EL CENTINELA,COLONIA,700029346.0
11647,11648,04460,DISTRITO FEDERAL,COYOACÁN,AVANTE,COLONIA,700029346.0
11648,11649,04470,DISTRITO FEDERAL,COYOACÁN,AMPL SAN FRANCISCO CULHUACAN,COLONIA,700029346.0
11649,11650,04470,DISTRITO FEDERAL,COYOACÁN,PRESIDENTES EJIDALES,COLONIA,700029346.0
11650,11651,04480,DISTRITO FEDERAL,COYOACÁN,EX EJIDO SAN FRANCISCO CULHUACAN,COLONIA,700029346.0
11651,11652,04480,DISTRITO FEDERAL,COYOACÁN,INFONAVIT CULHUACAN ZONA 1,COLONIA,700029346.0
11652,11653,04480,DISTRITO FEDERAL,COYOACÁN,INFONAVIT CULHUACAN ZONA 2,COLONIA,700029346.0
11653,11654,04480,DISTRITO FEDERAL,COYOACÁN,INFONAVIT CULHUACAN ZONA 3,COLONIA,700029346.0
11654,11655,04480,DISTRITO FEDERAL,COYOACÁN,LA VIRGEN 1170,COLONIA,700029346.0
11655,11656,04480,DISTRITO FEDERAL,COYOACÁN,UNIDAD HAB OBRERO CTM CULHUACAN 6,COLONIA,700029346.0
11656,11657,04480,DISTRITO FEDERAL,COYOACÁN,UNIDAD HAB SAN FRANCISCO CULHUACAN,COLONIA,700029346.0
11657,11658,04480,DISTRITO FEDERAL,COYOACÁN,CANAL NACIONAL 260,COLONIA,700029346.0
11658,11659,04480,DISTRITO FEDERAL,COYOACÁN,CROC CULHUACAN SECC 6 (CTM VI CULHUACAN),COLONIA,700029346.0
11659,11660,04489,DISTRITO FEDERAL,COYOACÁN,UNID OBRERO CTM CULHUACAN SECC 7,COLONIA,700029346.0
11660,11661,04489,DISTRITO FEDERAL,COYOACÁN,UNID OBRERO CTM CULHUACAN SECC 7A,COLONIA,700029346.0
11661,11662,04490,DISTRITO FEDERAL,COYOACÁN,UNIDAD HAB PILOTO CULHUACAN,COLONIA,700029346.0
11662,11663,04500,DISTRITO FEDERAL,COYOACÁN,JARDINES DEL PEDREGAL DE SAN ANGEL,COLONIA,700029346.0
11663,11664,04530,DISTRITO FEDERAL,COYOACÁN,AMPL INSURGENTES CUICUILCO,COLONIA,700029346.0
11664,11665,04530,DISTRITO FEDERAL,COYOACÁN,FRACC INSURGENTES CUICUILCO,COLONIA,700029346.0
11665,11666,04535,DISTRITO FEDERAL,COYOACÁN,TORRES DE MAUREL,FRACCIONAMIENTO,700029346.0
11666,11667,04600,DISTRITO FEDERAL,COYOACÁN,CONJUNTO BUENAVISTA,COLONIA,700029346.0
11667,11668,04600,DISTRITO FEDERAL,COYOACÁN,PEDREGAL SANTA URSULA,COLONIA,700029346.0
11668,11669,04610,DISTRITO FEDERAL,COYOACÁN,XOTEPINGO,COLONIA,700029346.0
11669,11670,04620,DISTRITO FEDERAL,COYOACÁN,SAN PABLO TEPETLAPA,PUEBLO,700029346.0
11670,11671,04620,DISTRITO FEDERAL,COYOACÁN,DIVISION DEL NORTEL 3533,PUEBLO,700029346.0
11671,11672,04620,DISTRITO FEDERAL,COYOACÁN,HIDALGO 191,PUEBLO,700029346.0
11672,11673,04630,DISTRITO FEDERAL,COYOACÁN,ADOLFO RUIZ CORTINES,COLONIA,700029346.0
11673,11674,04640,DISTRITO FEDERAL,COYOACÁN,EL RELOJ,COLONIA,700029346.0
11674,11675,04650,DISTRITO FEDERAL,COYOACÁN,LOS FRESNOS,CONDOMINIO,700029346.0
11675,11676,04650,DISTRITO FEDERAL,COYOACÁN,RINCON DE TLALPAN,CONDOMINIO,700029346.0
11676,11677,04650,DISTRITO FEDERAL,COYOACÁN,SANTA URSULA COAPA,CONDOMINIO,700029346.0
11677,11678,04650,DISTRITO FEDERAL,COYOACÁN,TEXTITLAN 222,CONDOMINIO,700029346.0
11678,11679,04650,DISTRITO FEDERAL,COYOACÁN,CONJUNTO MAGDALENA,CONDOMINIO,700029346.0
11679,11680,04650,DISTRITO FEDERAL,COYOACÁN,EJIDO SANTA URSULA COAPA,CONDOMINIO,700029346.0
11680,11681,04660,DISTRITO FEDERAL,COYOACÁN,FRACC JOYAS DEL PEDREGAL,UNIDAD HABITACIONAL,700029346.0
11681,11682,04660,DISTRITO FEDERAL,COYOACÁN,PEDREGAL DE LA ZORRA,UNIDAD HABITACIONAL,700029346.0
11682,11683,04700,DISTRITO FEDERAL,COYOACÁN,DEL PEDREGAL,COLONIA,700029346.0
11683,11684,04700,DISTRITO FEDERAL,COYOACÁN,INFONAVIT,COLONIA,700029346.0
11684,11685,04700,DISTRITO FEDERAL,COYOACÁN,PANTEON MAUSELEOS DEL ANGEL,COLONIA,700029346.0
11685,11686,04700,DISTRITO FEDERAL,COYOACÁN,SANTA URSULA,COLONIA,700029346.0
11686,11687,04700,DISTRITO FEDERAL,COYOACÁN,UNIDAD HAB VILLA PANAMERICANA,COLONIA,700029346.0
11687,11688,04700,DISTRITO FEDERAL,COYOACÁN,VISTAS DEL MAUREL,COLONIA,700029346.0
11688,11689,04700,DISTRITO FEDERAL,COYOACÁN,CENTRO URBANO,COLONIA,700029346.0
11689,11690,04700,DISTRITO FEDERAL,COYOACÁN,CONJUNTO HAB PEDREGAL DE CARRASCO,COLONIA,700029346.0
11690,11691,04710,DISTRITO FEDERAL,COYOACÁN,OLIMPICA,COLONIA,700029346.0
11691,11692,04720,DISTRITO FEDERAL,COYOACÁN,PEDREGAL DEL MAUREL,UNIDAD HABITACIONAL,700029346.0
11692,11693,04729,DISTRITO FEDERAL,COYOACÁN,RINCONADA LAS PLAYAS INFONAVIT,UNIDAD HABITACIONAL,700029346.0
11693,11694,04730,DISTRITO FEDERAL,COYOACÁN,BOSQUES DE TETLALMEYA,COLONIA,700029346.0
11694,11695,04730,DISTRITO FEDERAL,COYOACÁN,CANTIL DEL PEDREGAL,COLONIA,700029346.0
11695,11696,04737,DISTRITO FEDERAL,COYOACÁN,MEDIA LUNA,ZONA COMERCIAL,700029346.0
11696,11697,04738,DISTRITO FEDERAL,COYOACÁN,MODULO SOCIAL IMAN,RESIDENCIAL,700029346.0
11697,11698,04739,DISTRITO FEDERAL,COYOACÁN,EL CARACOL,COLONIA,700029346.0
11698,11699,04800,DISTRITO FEDERAL,COYOACÁN,EX EJIDO SAN PABLO TEPETLAPA,COLONIA,700029346.0
11699,11700,04800,DISTRITO FEDERAL,COYOACÁN,CEDROS,COLONIA,700029346.0
11700,11701,04800,DISTRITO FEDERAL,COYOACÁN,CONJ HAB ALIANZA POP REVOLUCIONARIA04800,COLONIA,700029346.0
11701,11702,04810,DISTRITO FEDERAL,COYOACÁN,LOS PRADOS DE COYOACAN,COLONIA,700029346.0
11702,11703,04815,DISTRITO FEDERAL,COYOACÁN,EMILIANO ZAPATA,COLONIA,700029346.0
11703,11704,04830,DISTRITO FEDERAL,COYOACÁN,FRACC LOS CIRUELOS,FRACCIONAMIENTO,700029346.0
11704,11705,04830,DISTRITO FEDERAL,COYOACÁN,LOS CIPRESES,FRACCIONAMIENTO,700029346.0
11705,11706,04859,DISTRITO FEDERAL,COYOACÁN,EL VERGEL DE COYOACAN (INFONAVIT EL HUESO),UNIDAD HABITACIONAL,700029346.0
11706,11707,04870,DISTRITO FEDERAL,COYOACÁN,LOS ROBLES,COLONIA,700029346.0
11707,11708,04870,DISTRITO FEDERAL,COYOACÁN,BARRIO SAN LUCAS,COLONIA,700029346.0
11708,11709,04870,DISTRITO FEDERAL,COYOACÁN,ESPARTACO,COLONIA,700029346.0
11709,11710,04890,DISTRITO FEDERAL,COYOACÁN,FRACC LOS OLIVOS,COLONIA,700029346.0
11710,11711,04890,DISTRITO FEDERAL,COYOACÁN,LOS JARDINES DE COYOACAN,COLONIA,700029346.0
11711,11712,04899,DISTRITO FEDERAL,COYOACÁN,EL PARQUE DE COYOACAN,COLONIA,700029346.0
11712,11713,04899,DISTRITO FEDERAL,COYOACÁN,LAS CABAÑAS,COLONIA,700029346.0
11713,11714,04908,DISTRITO FEDERAL,COYOACÁN,UNIDAD HAB CULHUACAN STUNAM,UNIDAD HABITACIONAL,700029346.0
11714,11715,04909,DISTRITO FEDERAL,COYOACÁN,UNID OBRERO CTM CULHUACAN SECC 8,COLONIA,700029346.0
11715,11716,04909,DISTRITO FEDERAL,COYOACÁN,UNIDAD HAB OBRERO CTM CULHUACAN 9,COLONIA,700029346.0
11716,11717,04909,DISTRITO FEDERAL,COYOACÁN,CANAL NACIONAL,COLONIA,700029346.0
11717,11718,04909,DISTRITO FEDERAL,COYOACÁN,CTM IXA CULHUACAN,COLONIA,700029346.0
11718,11719,04910,DISTRITO FEDERAL,COYOACÁN,CARMEN SERDAN,COLONIA,700029346.0
11719,11720,04918,DISTRITO FEDERAL,COYOACÁN,FRACC RES CAFETALES,COLONIA,700029346.0
11720,11721,04919,DISTRITO FEDERAL,COYOACÁN,UNIDAD HAB EMILIANO ZAPATA,COLONIA,700029346.0
11721,11722,04920,DISTRITO FEDERAL,COYOACÁN,LOS GIRASOLES III,COLONIA,700029346.0
11722,11723,04920,DISTRITO FEDERAL,COYOACÁN,LOS GIRASOLES I,COLONIA,700029346.0
11723,11724,04920,DISTRITO FEDERAL,COYOACÁN,LOS GIRASOLES II,COLONIA,700029346.0
11724,11725,04929,DISTRITO FEDERAL,COYOACÁN,FRACC LAS CAMPANAS,COLONIA,700029346.0
11725,11726,04929,DISTRITO FEDERAL,COYOACÁN,LAS CAMPANAS,COLONIA,700029346.0
11726,11727,04930,DISTRITO FEDERAL,COYOACÁN,CAFETALES II,COLONIA,700029346.0
11727,11728,04930,DISTRITO FEDERAL,COYOACÁN,SANTA CECILIA,COLONIA,700029346.0
11728,11729,04938,DISTRITO FEDERAL,COYOACÁN,FRACC CAMPESTRE COYOACAN,COLONIA,700029346.0
11729,11730,04939,DISTRITO FEDERAL,COYOACÁN,UNID OBRERO CTM CULHUACAN SECC 10,COLONIA,700029346.0
11730,11731,04940,DISTRITO FEDERAL,COYOACÁN,FRACC LOS SAUCES,COLONIA,700029346.0
11731,11732,04950,DISTRITO FEDERAL,COYOACÁN,MIRADOR,COLONIA,700029346.0
11732,11733,04960,DISTRITO FEDERAL,COYOACÁN,FRACC VILLA QUIETUD,COLONIA,700029346.0
11733,11734,04970,DISTRITO FEDERAL,COYOACÁN,HACIENDA DE COYOACAN,COLONIA,700029346.0
11734,11735,04980,DISTRITO FEDERAL,COYOACÁN,VIEJO EJIDO SANTA URSULA COAPA,COLONIA,700029346.0
11735,11736,05000,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,LA MANZANITA,COLONIA,711515242.0
11736,11737,05000,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,CUAJIMALPA,COLONIA,711515242.0
11737,11738,05000,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,LA CANDELARIA,COLONIA,711515242.0
11738,11739,05010,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,ZENTLAPATL,COLONIA,711515242.0
11739,11740,05020,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,LOMAS DEL PADRE,COLONIA,711515242.0
11740,11741,05030,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,SAN PEDRO,COLONIA,711515242.0
11741,11742,05039,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,AHUATENCO,CAMPAMENTO,711515242.0
11742,11743,05050,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,SAN PABLO CHIMALPA,PUEBLO,711515242.0
11743,11744,05060,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,JOSE MARIA CASTORENA,UNIDAD HABITACIONAL,711515242.0
11744,11745,05100,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,LA PUNTADA,COLONIA,711515242.0
11745,11746,05100,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,LOMAS DE VISTA HERMOSA,COLONIA,711515242.0
11746,11747,05100,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,RES PARQUE ESCONDIDO,COLONIA,711515242.0
11747,11748,05100,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,RES VISTAHERMOSA,COLONIA,711515242.0
11748,11749,05100,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,VISTA HERMOSA,COLONIA,711515242.0
11749,11750,05100,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,FRACC CLUB DE GOLF BOSQUES,COLONIA,711515242.0
11750,11751,05100,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,LA NAVIDAD,COLONIA,711515242.0
11751,11752,05110,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,COOPERATIVA PALO ALTO,COLONIA,711515242.0
11752,11753,05120,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,BOSQUES DE LAS LOMAS,COLONIA,711515242.0
11753,11754,05128,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,CUMBRES REFORMA,FRACCIONAMIENTO,711515242.0
11754,11755,05129,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,LOMAS DEL CHAMIZAL 2DA SECC,COLONIA,711515242.0
11755,11756,05129,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,LOMAS DEL CHAMIZAL 4TA SECC,COLONIA,711515242.0
11756,11757,05129,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,BOSQUES DE REFORMA,COLONIA,711515242.0
11757,11758,05129,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,LOMAS DEL CHAMIZAL 1RA SECC,COLONIA,711515242.0
11758,11759,05130,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,GIRALTA,FRACCIONAMIENTO,711515242.0
11759,11760,05200,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,SAN JOSE DE LOS CEDROS 2DA SECC,COLONIA,711515242.0
11760,11761,05200,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,COLORINES,COLONIA,711515242.0
11761,11762,05200,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,SAN JOSE DE LOS CEDROS,COLONIA,711515242.0
11762,11763,05220,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,TEPETONGO,COLONIA,711515242.0
11763,11764,05230,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,EL EBANO,COLONIA,711515242.0
11764,11765,05240,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,BARRIO EL MOLINO,COLONIA,711515242.0
11765,11766,05249,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,JARDINES DE LA PALMA(HUIZACHITO),FRACCIONAMIENTO,711515242.0
11766,11767,05260,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,JESUS DEL MONTE,COLONIA,711515242.0
11767,11768,05269,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,AMADO NERVO,COLONIA,711515242.0
11768,11769,05270,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,MANZANASTITLA,COLONIA,711515242.0
11769,11770,05280,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,ADOLFO LOPEZ MATEOS,COLONIA,711515242.0
11770,11771,05310,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,LA CAMPIÑA,COLONIA,711515242.0
11771,11772,05310,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,LA GAVIA,COLONIA,711515242.0
11772,11773,05310,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,LA ROSITA,COLONIA,711515242.0
11773,11774,05310,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,ROBLE VIEJO,COLONIA,711515242.0
11774,11775,05310,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,EL MOLINITO,COLONIA,711515242.0
11775,11776,05310,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,EL YAQUI,COLONIA,711515242.0
11776,11777,05330,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,LOMAS DE MEMETLA,COLONIA,711515242.0
11777,11778,05330,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,MEMETLA,COLONIA,711515242.0
11778,11779,05348,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,CENTRO COMERCIAL SANTA FE,COLONIA,711515242.0
11779,11780,05348,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,TLAXALA,COLONIA,711515242.0
11780,11781,05360,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,LOCAXCO,COLONIA,711515242.0
11781,11782,05370,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,LAS TINAJAS,COLONIA,711515242.0
11782,11783,05370,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,LOMAS EL OCOTE,COLONIA,711515242.0
11783,11784,05379,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,LOMAS DE SAN PEDRO,COLONIA,711515242.0
11784,11785,05410,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,SAN LORENZO ACOPILCO,PUEBLO,711515242.0
11785,11786,05410,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,ZONA RUSTICA,PUEBLO,711515242.0
11786,11787,05500,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,EL CONTADERO,COLONIA,711515242.0
11787,11788,05520,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,PUEBLO LA VENTA,COLONIA,711515242.0
11788,11789,05530,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,ABDIAS GARCIA SOTO,COLONIA,711515242.0
11789,11790,05600,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,SAN MATEO TLALTENANGO,PUEBLO,711515242.0
11790,11791,05700,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,CRUZ BLANCA,COLONIA,711515242.0
11791,11792,05710,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,LAS MAROMAS,COLONIA,711515242.0
11792,11793,05730,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,XALPA,COLONIA,711515242.0
11793,11794,05730,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,DESIERTO DE LOS LEONES,COLONIA,711515242.0
11794,11795,05730,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,VALLE DE LAS MONJAS,COLONIA,711515242.0
11795,11796,05750,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,COLA DE PATO,COLONIA,711515242.0
11796,11797,05750,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,LA PILA,COLONIA,711515242.0
11797,11798,05760,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,LAS LAJAS,COLONIA,711515242.0
11798,11799,05780,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,AGUA BENDITA,COLONIA,711515242.0
11799,11800,06010,DISTRITO FEDERAL,CUAUHTÉMOC,CENTRO,COLONIA,700029137.0
