270,19.447074,-99.1469284
271,19.4044101,-99.1654567
272,19.4222791,-99.1400507
273,19.4231487,-99.1689452
274,19.4450315,-99.1337968
275,19.4052778,-99.1609429
276,19.4371079,-99.1664519
277,19.4058776,-99.1779837
278,19.4572726,-99.1268067
279,19.4140283,-99.1601181
280,19.4446202,-99.1547989
281,19.4298854,-99.1691796
282,19.4475575,-99.1326321
283,19.4434098,-99.1477609
284,19.4243541,-99.1663514
285,19.4449666,-99.1451404
286,19.4422213,-99.1416128
287,19.4455212,-99.1435761
288,19.4259402,-99.15354
289,NA,NA
290,19.4113412,-99.1794147
291,19.4068488,-99.1637788
292,19.4439829,-99.1307193
293,NA,NA
294,19.4467002,-99.1447636
295,19.4397214,-99.1471432
296,19.4481046,-99.1302184
297,19.4572249,-99.1489023
298,19.408173,-99.1678794
299,19.4175116,-99.1676516
300,19.449418,-99.1610032
301,19.4079216,-99.1750034
302,19.4443625,-99.1476915
303,19.4475538,-99.1275997
304,19.4431696,-99.1463667
305,NA,NA
306,19.4410231,-99.1574152
307,19.4495358,-99.141613
308,NA,NA
309,19.4594282,-99.1284312
310,19.4379659,-99.1491158
311,19.411439,-99.1758482
312,19.4125543,-99.1607107
313,19.414972,-99.1529035
314,19.4224081,-99.1622267
315,19.427093,-99.1665441
316,19.4208262,-99.1502051
317,19.4526689,-99.1383674
318,19.4542803,-99.1530252
319,19.4075925,-99.1720853
320,19.415177,-99.1438409
321,19.4371577,-99.1492776
322,19.4596083,-99.1542493
323,19.4387903,-99.1354594
324,19.4410231,-99.1574152
325,NA,NA
326,19.4151539,-99.1670074
327,19.4338228,-99.1535773
328,19.4057918,-99.1729234
329,19.4496059,-99.1621128
330,19.4232802,-99.1660379
331,19.4155955,-99.1654734
332,NA,NA
333,19.4386397,-99.1236084
334,19.4168969,-99.1673351
335,19.4541617,-99.1512947
336,19.4161773,-99.1579669
337,19.4572249,-99.1489023
338,19.4439829,-99.1307193
339,19.4040586,-99.167273
340,19.433597,-99.1460739
341,19.4210268,-99.1700513
342,19.4153181,-99.1577517
343,19.4498686,-99.1384189
344,19.6884153,-99.1235334
345,19.4128991,-99.1708787
346,19.4382512,-99.1376355
347,19.4381118,-99.1562929
348,19.4425777,-99.1428707
349,18.4019346,-92.9561479
350,NA,NA
351,19.4308651,-99.1454922
352,19.431035,-99.1697701
353,19.4492376,-99.1599086
354,19.4256407,-99.1636657
355,19.4771328,-99.1329872
356,19.5288855,-99.1500454
357,19.4548534,-99.1009343
358,19.4797214,-99.1457904
359,19.4751947,-99.1426451
360,NA,NA
361,NA,NA
362,19.4998262,-99.0769869
363,19.4835102,-99.0767179
364,NA,NA
365,NA,NA
366,19.5030743,-99.1243179
367,19.4570936,-99.1030613
368,NA,NA
369,19.4957679,-99.0947129
370,19.4806096,-99.053872
371,19.4910865,-99.1366524
372,19.4713713,-99.1426166
373,NA,NA
374,19.4669245,-99.0784719
375,19.4712033,-99.1266117
376,19.470587,-99.0660064
377,19.4870865,-99.0981742
378,19.4546886,-99.0853561
379,19.4543511,-99.0848794
380,19.4634873,-99.1081696
381,19.4910865,-99.1366524
382,19.501727,-99.1401396
383,19.51674,-99.138093
384,19.4797358,-99.1181792
385,NA,NA
386,NA,NA
387,19.4747698,-99.1407974
388,19.4673574,-99.1290303
389,19.5041558,-99.1573784
390,NA,NA
391,19.4565254,-99.1094636
392,NA,NA
393,NA,NA
394,19.4874115,-99.1245242
395,19.464617,-99.1311297
396,19.4709437,-99.142637
397,19.4903143,-99.0908561
398,19.4960293,-99.0850896
399,19.4869241,-99.1064817
400,19.4788698,-99.1157303
401,19.4594213,-99.1072779
402,19.5027357,-99.0836758
403,19.4909968,-99.0781017
404,19.4923947,-99.1257258
405,19.4931194,-99.1342048
406,19.5012136,-99.1236941
407,19.4995465,-99.0968692
408,19.4810559,-99.069023
409,19.5092052,-99.0941255
410,19.4760488,-99.0636564
411,19.5232461,-99.1658744
412,19.5448206,-99.130077
413,19.4670077,-99.0788965
414,19.5513079,-99.1557926
415,19.4911745,-99.1350837
416,19.4787202,-99.1316822
417,19.4970303,-99.0950405
418,19.5169699,-99.1387995
419,19.4663209,-99.1020647
420,NA,NA
421,19.4887531,-99.1365
422,19.4863546,-99.0744309
423,19.4830918,-99.1084666
424,19.4768006,-99.131384
425,19.4747144,-99.0646232
426,19.4522807,-99.0969371
427,19.5019478,-99.081342
428,19.4759316,-99.1291094
429,19.5484729,-99.13405
430,NA,NA
431,19.466059,-99.0712521
432,19.470574,-99.0797684
433,19.4536952,-99.1101338
434,19.4882514,-99.0948075
435,NA,NA
436,19.460386,-99.1179612
437,19.4984885,-99.0924946
438,19.4958744,-99.0846224
439,19.4679433,-99.1343881
440,NA,NA
441,19.4960293,-99.0850896
